lead_time_id,component_id,supplier_id,effective_date,lead_time_weeks,change_reason,recorded_at
LT000312,C024,SUP001,2026-01-01,19,通常,2026-01-01
LT_INT_000552,C024,SUP001,2023-02-01,39,月次更新,2023-02-01
LT_INT_000553,C024,SUP001,2023-03-01,37,月次更新,2023-03-01
LT_INT_000554,C024,SUP001,2023-05-01,35,月次更新,2023-05-01
LT_INT_000555,C024,SUP001,2023-06-01,35,月次更新,2023-06-01
LT_INT_000556,C024,SUP001,2023-08-01,31,月次更新,2023-08-01
LT_INT_000557,C024,SUP001,2023-09-01,28,月次更新,2023-09-01
LT_INT_000558,C024,SUP001,2023-11-01,27,月次更新,2023-11-01
LT_INT_000559,C024,SUP001,2023-12-01,24,月次更新,2023-12-01
LT_INT_000560,C024,SUP001,2024-02-01,26,月次更新,2024-02-01
LT_INT_000561,C024,SUP001,2024-03-01,24,月次更新,2024-03-01
LT_INT_000562,C024,SUP001,2024-05-01,24,月次更新,2024-05-01
LT_INT_000563,C024,SUP001,2024-06-01,22,月次更新,2024-06-01
LT_INT_000564,C024,SUP001,2024-08-01,22,月次更新,2024-08-01
LT_INT_000565,C024,SUP001,2024-09-01,20,月次更新,2024-09-01
LT_INT_000566,C024,SUP001,2024-11-01,21,月次更新,2024-11-01
LT_INT_000567,C024,SUP001,2024-12-01,22,月次更新,2024-12-01
LT_INT_000568,C024,SUP001,2025-02-01,21,月次更新,2025-02-01
LT_INT_000569,C024,SUP001,2025-03-01,21,月次更新,2025-03-01
LT_INT_000570,C024,SUP001,2025-05-01,21,月次更新,2025-05-01
LT_INT_000571,C024,SUP001,2025-06-01,21,月次更新,2025-06-01
LT_INT_000572,C024,SUP001,2025-08-01,19,月次更新,2025-08-01
LT_INT_000573,C024,SUP001,2025-09-01,19,月次更新,2025-09-01
LT_INT_000574,C024,SUP001,2025-11-01,19,月次更新,2025-11-01
LT_INT_000575,C024,SUP001,2025-12-01,19,月次更新,2025-12-01
LT000313,C025,SUP005,2023-01-01,46,初回登録,2023-01-01
LT000314,C025,SUP005,2023-04-01,41,物流混雑緩和,2023-04-01
LT000315,C025,SUP005,2023-07-01,36,増産効果,2023-07-01
LT000316,C025,SUP005,2023-10-01,31,需給改善,2023-10-01
LT000317,C025,SUP005,2024-01-01,27,物流混雑緩和,2024-01-01
LT000318,C025,SUP005,2024-04-01,28,通常,2024-04-01
LT000319,C025,SUP005,2024-07-01,26,通常,2024-07-01
LT000320,C025,SUP005,2024-10-01,25,通常,2024-10-01
LT000321,C025,SUP005,2025-01-01,21,工場増強,2025-01-01
LT000322,C025,SUP005,2025-04-01,21,通常,2025-04-01
LT000323,C025,SUP005,2025-07-01,22,通常,2025-07-01
LT000324,C025,SUP005,2025-10-01,22,通常,2025-10-01
LT000325,C025,SUP005,2026-01-01,22,通常,2026-01-01
LT_INT_000576,C025,SUP005,2023-02-01,43,月次更新,2023-02-01
LT_INT_000577,C025,SUP005,2023-03-01,42,月次更新,2023-03-01
LT_INT_000578,C025,SUP005,2023-05-01,40,月次更新,2023-05-01
LT_INT_000579,C025,SUP005,2023-06-01,38,月次更新,2023-06-01
LT_INT_000580,C025,SUP005,2023-08-01,34,月次更新,2023-08-01
LT_INT_000581,C025,SUP005,2023-09-01,33,月次更新,2023-09-01
LT_INT_000582,C025,SUP005,2023-11-01,29,月次更新,2023-11-01
LT_INT_000583,C025,SUP005,2023-12-01,29,月次更新,2023-12-01
LT_INT_000584,C025,SUP005,2024-02-01,26,月次更新,2024-02-01
LT_INT_000585,C025,SUP005,2024-03-01,26,月次更新,2024-03-01
LT_INT_000586,C025,SUP005,2024-05-01,27,月次更新,2024-05-01
LT_INT_000587,C025,SUP005,2024-06-01,26,月次更新,2024-06-01
LT_INT_000588,C025,SUP005,2024-08-01,25,月次更新,2024-08-01
LT_INT_000589,C025,SUP005,2024-09-01,26,月次更新,2024-09-01
LT_INT_000590,C025,SUP005,2024-11-01,23,月次更新,2024-11-01
LT_INT_000591,C025,SUP005,2024-12-01,21,月次更新,2024-12-01
LT_INT_000592,C025,SUP005,2025-02-01,22,月次更新,2025-02-01
LT_INT_000593,C025,SUP005,2025-03-01,21,月次更新,2025-03-01
LT_INT_000594,C025,SUP005,2025-05-01,22,月次更新,2025-05-01
LT_INT_000595,C025,SUP005,2025-06-01,23,月次更新,2025-06-01
LT_INT_000596,C025,SUP005,2025-08-01,22,月次更新,2025-08-01
LT_INT_000597,C025,SUP005,2025-09-01,22,月次更新,2025-09-01
LT_INT_000598,C025,SUP005,2025-11-01,22,月次更新,2025-11-01
LT_INT_000599,C025,SUP005,2025-12-01,22,月次更新,2025-12-01
LT000326,C026,SUP005,2023-01-01,41,初回登録,2023-01-01
LT000327,C026,SUP005,2023-04-01,34,需給改善,2023-04-01
LT000328,C026,SUP005,2023-07-01,29,工場増強,2023-07-01
LT000329,C026,SUP005,2023-10-01,25,工場増強,2023-10-01
LT000330,C026,SUP005,2024-01-01,23,通常,2024-01-01
LT000331,C026,SUP005,2024-04-01,20,需給改善,2024-04-01
LT000332,C026,SUP005,2024-07-01,18,通常,2024-07-01
LT000333,C026,SUP005,2024-10-01,18,通常,2024-10-01
LT000334,C026,SUP005,2025-01-01,18,通常,2025-01-01
LT000335,C026,SUP005,2025-04-01,17,通常,2025-04-01
LT000336,C026,SUP005,2025-07-01,18,通常,2025-07-01
LT000337,C026,SUP005,2025-10-01,18,通常,2025-10-01
LT000338,C026,SUP005,2026-01-01,18,通常,2026-01-01
LT_INT_000600,C026,SUP005,2023-02-01,39,月次更新,2023-02-01
LT_INT_000601,C026,SUP005,2023-03-01,36,月次更新,2023-03-01
LT_INT_000602,C026,SUP005,2023-05-01,33,月次更新,2023-05-01
LT_INT_000603,C026,SUP005,2023-06-01,29,月次更新,2023-06-01
LT_INT_000604,C026,SUP005,2023-08-01,28,月次更新,2023-08-01
LT_INT_000605,C026,SUP005,2023-09-01,27,月次更新,2023-09-01
LT_INT_000606,C026,SUP005,2023-11-01,23,月次更新,2023-11-01
LT_INT_000607,C026,SUP005,2023-12-01,24,月次更新,2023-12-01
LT_INT_000608,C026,SUP005,2024-02-01,23,月次更新,2024-02-01
LT_INT_000609,C026,SUP005,2024-03-01,21,月次更新,2024-03-01
LT_INT_000610,C026,SUP005,2024-05-01,19,月次更新,2024-05-01
LT_INT_000611,C026,SUP005,2024-06-01,17,月次更新,2024-06-01
LT_INT_000612,C026,SUP005,2024-08-01,17,月次更新,2024-08-01
LT_INT_000613,C026,SUP005,2024-09-01,17,月次更新,2024-09-01
LT_INT_000614,C026,SUP005,2024-11-01,18,月次更新,2024-11-01
LT_INT_000615,C026,SUP005,2024-12-01,17,月次更新,2024-12-01
LT_INT_000616,C026,SUP005,2025-02-01,16,月次更新,2025-02-01
LT_INT_000617,C026,SUP005,2025-03-01,16,月次更新,2025-03-01
LT_INT_000618,C026,SUP005,2025-05-01,17,月次更新,2025-05-01
LT_INT_000619,C026,SUP005,2025-06-01,18,月次更新,2025-06-01
LT_INT_000620,C026,SUP005,2025-08-01,18,月次更新,2025-08-01
LT_INT_000621,C026,SUP005,2025-09-01,18,月次更新,2025-09-01
LT_INT_000622,C026,SUP005,2025-11-01,18,月次更新,2025-11-01
LT_INT_000623,C026,SUP005,2025-12-01,18,月次更新,2025-12-01
LT000339,C027,SUP007,2023-01-01,36,初回登録,2023-01-01
LT000340,C027,SUP007,2023-04-01,29,工場増強,2023-04-01
LT000341,C027,SUP007,2023-07-01,24,物流混雑緩和,2023-07-01
LT000342,C027,SUP007,2023-10-01,23,通常,2023-10-01
LT000343,C027,SUP007,2024-01-01,20,工場増強,2024-01-01
LT000344,C027,SUP007,2024-04-01,22,通常,2024-04-01
LT000345,C027,SUP007,2024-07-01,17,工場増強,2024-07-01
LT000346,C027,SUP007,2024-10-01,19,需給逼迫,2024-10-01
LT000347,C027,SUP007,2025-01-01,15,需給改善,2025-01-01
LT000348,C027,SUP007,2025-04-01,16,通常,2025-04-01
LT000349,C027,SUP007,2025-07-01,11,通常,2025-07-01
LT000350,C027,SUP007,2025-10-01,11,通常,2025-10-01
LT000351,C027,SUP007,2026-01-01,16,通常,2026-01-01
LT_INT_000624,C027,SUP007,2023-02-01,33,月次更新,2023-02-01
LT_INT_000625,C027,SUP007,2023-03-01,31,月次更新,2023-03-01
LT_INT_000626,C027,SUP007,2023-05-01,26,月次更新,2023-05-01
LT_INT_000627,C027,SUP007,2023-06-01,26,月次更新,2023-06-01
LT_INT_000628,C027,SUP007,2023-08-01,23,月次更新,2023-08-01
LT_INT_000629,C027,SUP007,2023-09-01,22,月次更新,2023-09-01
LT_INT_000630,C027,SUP007,2023-11-01,21,月次更新,2023-11-01
LT_INT_000631,C027,SUP007,2023-12-01,21,月次更新,2023-12-01
LT_INT_000632,C027,SUP007,2024-02-01,20,月次更新,2024-02-01
LT_INT_000633,C027,SUP007,2024-03-01,20,月次更新,2024-03-01
LT_INT_000634,C027,SUP007,2024-05-01,21,月次更新,2024-05-01
LT_INT_000635,C027,SUP007,2024-06-01,19,月次更新,2024-06-01
LT_INT_000636,C027,SUP007,2024-08-01,18,月次更新,2024-08-01
LT_INT_000637,C027,SUP007,2024-09-01,17,月次更新,2024-09-01
LT_INT_000638,C027,SUP007,2024-11-01,17,月次更新,2024-11-01
LT_INT_000639,C027,SUP007,2024-12-01,15,月次更新,2024-12-01
LT_INT_000640,C027,SUP007,2025-02-01,15,月次更新,2025-02-01
LT_INT_000641,C027,SUP007,2025-03-01,16,月次更新,2025-03-01
LT_INT_000642,C027,SUP007,2025-05-01,17,月次更新,2025-05-01
LT_INT_000643,C027,SUP007,2025-06-01,16,月次更新,2025-06-01
LT_INT_000644,C027,SUP007,2025-08-01,14,月次更新,2025-08-01
LT_INT_000645,C027,SUP007,2025-09-01,12,月次更新,2025-09-01
LT_INT_000646,C027,SUP007,2025-11-01,11,月次更新,2025-11-01
LT_INT_000647,C027,SUP007,2025-12-01,13,月次更新,2025-12-01
LT000352,C028,SUP007,2023-01-01,32,初回登録,2023-01-01
LT000353,C028,SUP007,2023-04-01,27,需給改善,2023-04-01
LT000354,C028,SUP007,2023-07-01,23,工場増強,2023-07-01
LT000355,C028,SUP007,2023-10-01,21,通常,2023-10-01
LT000356,C028,SUP007,2024-01-01,19,通常,2024-01-01
LT000357,C028,SUP007,2024-04-01,16,需給改善,2024-04-01
LT000358,C028,SUP007,2024-07-01,15,通常,2024-07-01
LT000359,C028,SUP007,2024-10-01,15,通常,2024-10-01
LT000360,C028,SUP007,2025-01-01,14,通常,2025-01-01
LT000361,C028,SUP007,2025-04-01,16,ファウンドリ不足,2025-04-01
LT000362,C028,SUP007,2025-07-01,14,通常,2025-07-01
LT000363,C028,SUP007,2025-10-01,14,物流混雑緩和,2025-10-01
LT000364,C028,SUP007,2026-01-01,14,通常,2026-01-01
LT_INT_000648,C028,SUP007,2023-02-01,29,月次更新,2023-02-01
LT_INT_000649,C028,SUP007,2023-03-01,27,月次更新,2023-03-01
LT_INT_000650,C028,SUP007,2023-05-01,26,月次更新,2023-05-01
LT_INT_000651,C028,SUP007,2023-06-01,23,月次更新,2023-06-01
LT_INT_000652,C028,SUP007,2023-08-01,21,月次更新,2023-08-01
LT_INT_000653,C028,SUP007,2023-09-01,20,月次更新,2023-09-01
LT_INT_000654,C028,SUP007,2023-11-01,19,月次更新,2023-11-01
LT_INT_000655,C028,SUP007,2023-12-01,18,月次更新,2023-12-01
LT_INT_000656,C028,SUP007,2024-02-01,17,月次更新,2024-02-01
LT_INT_000657,C028,SUP007,2024-03-01,18,月次更新,2024-03-01
LT_INT_000658,C028,SUP007,2024-05-01,14,月次更新,2024-05-01
LT_INT_000659,C028,SUP007,2024-06-01,15,月次更新,2024-06-01
LT_INT_000660,C028,SUP007,2024-08-01,14,月次更新,2024-08-01
LT_INT_000661,C028,SUP007,2024-09-01,14,月次更新,2024-09-01
LT_INT_000662,C028,SUP007,2024-11-01,15,月次更新,2024-11-01
LT_INT_000663,C028,SUP007,2024-12-01,15,月次更新,2024-12-01
LT_INT_000664,C028,SUP007,2025-02-01,14,月次更新,2025-02-01
LT_INT_000665,C028,SUP007,2025-03-01,15,月次更新,2025-03-01
LT_INT_000666,C028,SUP007,2025-05-01,16,月次更新,2025-05-01
LT_INT_000667,C028,SUP007,2025-06-01,16,月次更新,2025-06-01
LT_INT_000668,C028,SUP007,2025-08-01,14,月次更新,2025-08-01
LT_INT_000669,C028,SUP007,2025-09-01,14,月次更新,2025-09-01
LT_INT_000670,C028,SUP007,2025-11-01,14,月次更新,2025-11-01
LT_INT_000671,C028,SUP007,2025-12-01,14,月次更新,2025-12-01
LT000365,C029,SUP006,2023-01-01,26,初回登録,2023-01-01
LT000366,C029,SUP006,2023-04-01,22,増産効果,2023-04-01
LT000367,C029,SUP006,2023-07-01,18,工場増強,2023-07-01
LT000368,C029,SUP006,2023-10-01,17,通常,2023-10-01
LT000369,C029,SUP006,2024-01-01,15,工場増強,2024-01-01
LT000370,C029,SUP006,2024-04-01,14,通常,2024-04-01
LT000371,C029,SUP006,2024-07-01,13,通常,2024-07-01
LT000372,C029,SUP006,2024-10-01,12,通常,2024-10-01
LT000373,C029,SUP006,2025-01-01,13,通常,2025-01-01
LT000374,C029,SUP006,2025-04-01,13,通常,2025-04-01
LT000375,C029,SUP006,2025-07-01,11,通常,2025-07-01
LT000376,C029,SUP006,2025-10-01,11,通常,2025-10-01
LT000377,C029,SUP006,2026-01-01,11,需給改善,2026-01-01
LT_INT_000672,C029,SUP006,2023-02-01,24,月次更新,2023-02-01
LT_INT_000673,C029,SUP006,2023-03-01,22,月次更新,2023-03-01
LT_INT_000674,C029,SUP006,2023-05-01,21,月次更新,2023-05-01
LT_INT_000675,C029,SUP006,2023-06-01,19,月次更新,2023-06-01
LT_INT_000676,C029,SUP006,2023-08-01,16,月次更新,2023-08-01
LT_INT_000677,C029,SUP006,2023-09-01,16,月次更新,2023-09-01
LT_INT_000678,C029,SUP006,2023-11-01,17,月次更新,2023-11-01
LT_INT_000679,C029,SUP006,2023-12-01,16,月次更新,2023-12-01
LT_INT_000680,C029,SUP006,2024-02-01,15,月次更新,2024-02-01
LT_INT_000681,C029,SUP006,2024-03-01,14,月次更新,2024-03-01
LT_INT_000682,C029,SUP006,2024-05-01,12,月次更新,2024-05-01
LT_INT_000683,C029,SUP006,2024-06-01,14,月次更新,2024-06-01
LT_INT_000684,C029,SUP006,2024-08-01,12,月次更新,2024-08-01
LT_INT_000685,C029,SUP006,2024-09-01,12,月次更新,2024-09-01
LT_INT_000686,C029,SUP006,2024-11-01,12,月次更新,2024-11-01
LT_INT_000687,C029,SUP006,2024-12-01,13,月次更新,2024-12-01
LT_INT_000688,C029,SUP006,2025-02-01,14,月次更新,2025-02-01
LT_INT_000689,C029,SUP006,2025-03-01,12,月次更新,2025-03-01
LT_INT_000690,C029,SUP006,2025-05-01,11,月次更新,2025-05-01
LT_INT_000691,C029,SUP006,2025-06-01,13,月次更新,2025-06-01
LT_INT_000692,C029,SUP006,2025-08-01,11,月次更新,2025-08-01
LT_INT_000693,C029,SUP006,2025-09-01,11,月次更新,2025-09-01
LT_INT_000694,C029,SUP006,2025-11-01,11,月次更新,2025-11-01
LT_INT_000695,C029,SUP006,2025-12-01,11,月次更新,2025-12-01
LT000378,C030,SUP008,2023-01-01,26,初回登録,2023-01-01
LT000379,C030,SUP008,2023-04-01,21,工場増強,2023-04-01
LT000380,C030,SUP008,2023-07-01,18,物流混雑緩和,2023-07-01
LT000381,C030,SUP008,2023-10-01,17,通常,2023-10-01
LT000382,C030,SUP008,2024-01-01,14,増産効果,2024-01-01
LT000383,C030,SUP008,2024-04-01,15,通常,2024-04-01
LT000384,C030,SUP008,2024-07-01,13,工場増強,2024-07-01
LT000385,C030,SUP008,2024-10-01,12,通常,2024-10-01
LT000386,C030,SUP008,2025-01-01,11,通常,2025-01-01
LT000387,C030,SUP008,2025-04-01,12,通常,2025-04-01
LT000388,C030,SUP008,2025-07-01,11,通常,2025-07-01
LT000389,C030,SUP008,2025-10-01,11,通常,2025-10-01
LT000390,C030,SUP008,2026-01-01,11,通常,2026-01-01
LT_INT_000696,C030,SUP008,2023-02-01,24,月次更新,2023-02-01
LT_INT_000697,C030,SUP008,2023-03-01,21,月次更新,2023-03-01
LT_INT_000698,C030,SUP008,2023-05-01,19,月次更新,2023-05-01
LT_INT_000699,C030,SUP008,2023-06-01,19,月次更新,2023-06-01
LT_INT_000700,C030,SUP008,2023-08-01,17,月次更新,2023-08-01
LT_INT_000701,C030,SUP008,2023-09-01,18,月次更新,2023-09-01
LT_INT_000702,C030,SUP008,2023-11-01,17,月次更新,2023-11-01
LT_INT_000703,C030,SUP008,2023-12-01,15,月次更新,2023-12-01
LT_INT_000704,C030,SUP008,2024-02-01,13,月次更新,2024-02-01
LT_INT_000705,C030,SUP008,2024-03-01,13,月次更新,2024-03-01
LT_INT_000706,C030,SUP008,2024-05-01,13,月次更新,2024-05-01
LT_INT_000707,C030,SUP008,2024-06-01,12,月次更新,2024-06-01
LT_INT_000708,C030,SUP008,2024-08-01,11,月次更新,2024-08-01
LT_INT_000709,C030,SUP008,2024-09-01,13,月次更新,2024-09-01
LT_INT_000710,C030,SUP008,2024-11-01,11,月次更新,2024-11-01
LT_INT_000711,C030,SUP008,2024-12-01,12,月次更新,2024-12-01
LT_INT_000712,C030,SUP008,2025-02-01,10,月次更新,2025-02-01
LT_INT_000713,C030,SUP008,2025-03-01,10,月次更新,2025-03-01
LT_INT_000714,C030,SUP008,2025-05-01,11,月次更新,2025-05-01
LT_INT_000715,C030,SUP008,2025-06-01,11,月次更新,2025-06-01
LT_INT_000716,C030,SUP008,2025-08-01,11,月次更新,2025-08-01
LT_INT_000717,C030,SUP008,2025-09-01,11,月次更新,2025-09-01
LT_INT_000718,C030,SUP008,2025-11-01,11,月次更新,2025-11-01
LT_INT_000719,C030,SUP008,2025-12-01,11,月次更新,2025-12-01
LT000391,C031,SUP004,2023-01-01,34,初回登録,2023-01-01
LT000392,C031,SUP004,2023-04-01,29,物流混雑緩和,2023-04-01
LT000393,C031,SUP004,2023-07-01,26,物流混雑緩和,2023-07-01
LT000394,C031,SUP004,2023-10-01,24,通常,2023-10-01
LT000395,C031,SUP004,2024-01-01,22,通常,2024-01-01
LT000396,C031,SUP004,2024-04-01,20,通常,2024-04-01
LT000397,C031,SUP004,2024-07-01,18,通常,2024-07-01
LT000398,C031,SUP004,2024-10-01,17,通常,2024-10-01
LT000399,C031,SUP004,2025-01-01,16,通常,2025-01-01
LT000400,C031,SUP004,2025-04-01,15,通常,2025-04-01
LT000401,C031,SUP004,2025-07-01,15,地政学リスク,2025-07-01
LT000402,C031,SUP004,2025-10-01,15,通常,2025-10-01
LT000403,C031,SUP004,2026-01-01,15,工場増強,2026-01-01
LT_INT_000720,C031,SUP004,2023-02-01,32,月次更新,2023-02-01
LT_INT_000721,C031,SUP004,2023-03-01,31,月次更新,2023-03-01
LT_INT_000722,C031,SUP004,2023-05-01,27,月次更新,2023-05-01
LT_INT_000723,C031,SUP004,2023-06-01,27,月次更新,2023-06-01
LT_INT_000724,C031,SUP004,2023-08-01,26,月次更新,2023-08-01
LT_INT_000725,C031,SUP004,2023-09-01,23,月次更新,2023-09-01
LT_INT_000726,C031,SUP004,2023-11-01,22,月次更新,2023-11-01
LT_INT_000727,C031,SUP004,2023-12-01,21,月次更新,2023-12-01
LT_INT_000728,C031,SUP004,2024-02-01,21,月次更新,2024-02-01
LT_INT_000729,C031,SUP004,2024-03-01,20,月次更新,2024-03-01
LT_INT_000730,C031,SUP004,2024-05-01,20,月次更新,2024-05-01
LT_INT_000731,C031,SUP004,2024-06-01,18,月次更新,2024-06-01
LT_INT_000732,C031,SUP004,2024-08-01,17,月次更新,2024-08-01
LT_INT_000733,C031,SUP004,2024-09-01,16,月次更新,2024-09-01
LT_INT_000734,C031,SUP004,2024-11-01,15,月次更新,2024-11-01
LT_INT_000735,C031,SUP004,2024-12-01,15,月次更新,2024-12-01
LT_INT_000736,C031,SUP004,2025-02-01,14,月次更新,2025-02-01
LT_INT_000737,C031,SUP004,2025-03-01,14,月次更新,2025-03-01
LT_INT_000738,C031,SUP004,2025-05-01,15,月次更新,2025-05-01
LT_INT_000739,C031,SUP004,2025-06-01,16,月次更新,2025-06-01
LT_INT_000740,C031,SUP004,2025-08-01,15,月次更新,2025-08-01
LT_INT_000741,C031,SUP004,2025-09-01,15,月次更新,2025-09-01
LT_INT_000742,C031,SUP004,2025-11-01,15,月次更新,2025-11-01
LT_INT_000743,C031,SUP004,2025-12-01,15,月次更新,2025-12-01
LT000404,C032,SUP003,2023-01-01,21,初回登録,2023-01-01
LT000405,C032,SUP003,2023-04-01,19,通常,2023-04-01
LT000406,C032,SUP003,2023-07-01,14,工場増強,2023-07-01
LT000407,C032,SUP003,2023-10-01,14,通常,2023-10-01
LT000408,C032,SUP003,2024-01-01,12,需給改善,2024-01-01
LT000409,C032,SUP003,2024-04-01,12,通常,2024-04-01
LT000410,C032,SUP003,2024-07-01,12,通常,2024-07-01
LT000411,C032,SUP003,2024-10-01,11,通常,2024-10-01
LT000412,C032,SUP003,2025-01-01,11,通常,2025-01-01
LT000413,C032,SUP003,2025-04-01,11,通常,2025-04-01
LT000414,C032,SUP003,2025-07-01,10,通常,2025-07-01
LT000415,C032,SUP003,2025-10-01,10,通常,2025-10-01
LT000416,C032,SUP003,2026-01-01,10,通常,2026-01-01
LT_INT_000744,C032,SUP003,2023-02-01,19,月次更新,2023-02-01
LT_INT_000745,C032,SUP003,2023-03-01,20,月次更新,2023-03-01
LT_INT_000746,C032,SUP003,2023-05-01,16,月次更新,2023-05-01
LT_INT_000747,C032,SUP003,2023-06-01,16,月次更新,2023-06-01
LT_INT_000748,C032,SUP003,2023-08-01,14,月次更新,2023-08-01
LT_INT_000749,C032,SUP003,2023-09-01,15,月次更新,2023-09-01
LT_INT_000750,C032,SUP003,2023-11-01,14,月次更新,2023-11-01
LT_INT_000751,C032,SUP003,2023-12-01,11,月次更新,2023-12-01
LT_INT_000752,C032,SUP003,2024-02-01,13,月次更新,2024-02-01
LT_INT_000753,C032,SUP003,2024-03-01,12,月次更新,2024-03-01
LT_INT_000754,C032,SUP003,2024-05-01,11,月次更新,2024-05-01
LT_INT_000755,C032,SUP003,2024-06-01,11,月次更新,2024-06-01
LT_INT_000756,C032,SUP003,2024-08-01,12,月次更新,2024-08-01
LT_INT_000757,C032,SUP003,2024-09-01,10,月次更新,2024-09-01
LT_INT_000758,C032,SUP003,2024-11-01,10,月次更新,2024-11-01
LT_INT_000759,C032,SUP003,2024-12-01,10,月次更新,2024-12-01
LT_INT_000760,C032,SUP003,2025-02-01,10,月次更新,2025-02-01
LT_INT_000761,C032,SUP003,2025-03-01,10,月次更新,2025-03-01
LT_INT_000762,C032,SUP003,2025-05-01,10,月次更新,2025-05-01
LT_INT_000763,C032,SUP003,2025-06-01,11,月次更新,2025-06-01
LT_INT_000764,C032,SUP003,2025-08-01,10,月次更新,2025-08-01
LT_INT_000765,C032,SUP003,2025-09-01,10,月次更新,2025-09-01
LT_INT_000766,C032,SUP003,2025-11-01,10,月次更新,2025-11-01
LT_INT_000767,C032,SUP003,2025-12-01,10,月次更新,2025-12-01
LT000417,C033,SUP005,2023-01-01,22,初回登録,2023-01-01
LT000418,C033,SUP005,2023-04-01,20,通常,2023-04-01
LT000419,C033,SUP005,2023-07-01,16,物流混雑緩和,2023-07-01
LT000420,C033,SUP005,2023-10-01,15,通常,2023-10-01
LT000421,C033,SUP005,2024-01-01,13,増産効果,2024-01-01
LT000422,C033,SUP005,2024-04-01,11,工場増強,2024-04-01
LT000423,C033,SUP005,2024-07-01,11,通常,2024-07-01
LT000424,C033,SUP005,2024-10-01,11,通常,2024-10-01
LT000425,C033,SUP005,2025-01-01,10,通常,2025-01-01
LT000426,C033,SUP005,2025-04-01,10,通常,2025-04-01
LT000427,C033,SUP005,2025-07-01,9,通常,2025-07-01
LT000428,C033,SUP005,2025-10-01,9,通常,2025-10-01
LT000429,C033,SUP005,2026-01-01,9,通常,2026-01-01
LT_INT_000768,C033,SUP005,2023-02-01,22,月次更新,2023-02-01
LT_INT_000769,C033,SUP005,2023-03-01,20,月次更新,2023-03-01
LT_INT_000770,C033,SUP005,2023-05-01,19,月次更新,2023-05-01
LT_INT_000771,C033,SUP005,2023-06-01,17,月次更新,2023-06-01
LT_INT_000772,C033,SUP005,2023-08-01,14,月次更新,2023-08-01
LT_INT_000773,C033,SUP005,2023-09-01,16,月次更新,2023-09-01
LT_INT_000774,C033,SUP005,2023-11-01,15,月次更新,2023-11-01
LT_INT_000775,C033,SUP005,2023-12-01,12,月次更新,2023-12-01
LT_INT_000776,C033,SUP005,2024-02-01,13,月次更新,2024-02-01
LT_INT_000777,C033,SUP005,2024-03-01,11,月次更新,2024-03-01
LT_INT_000778,C033,SUP005,2024-05-01,11,月次更新,2024-05-01
LT_INT_000779,C033,SUP005,2024-06-01,11,月次更新,2024-06-01
LT_INT_000780,C033,SUP005,2024-08-01,11,月次更新,2024-08-01
LT_INT_000781,C033,SUP005,2024-09-01,10,月次更新,2024-09-01
LT_INT_000782,C033,SUP005,2024-11-01,11,月次更新,2024-11-01
LT_INT_000783,C033,SUP005,2024-12-01,10,月次更新,2024-12-01
LT_INT_000784,C033,SUP005,2025-02-01,9,月次更新,2025-02-01
LT_INT_000785,C033,SUP005,2025-03-01,11,月次更新,2025-03-01
LT_INT_000786,C033,SUP005,2025-05-01,11,月次更新,2025-05-01
LT_INT_000787,C033,SUP005,2025-06-01,9,月次更新,2025-06-01
LT_INT_000788,C033,SUP005,2025-08-01,9,月次更新,2025-08-01
LT_INT_000789,C033,SUP005,2025-09-01,9,月次更新,2025-09-01
LT_INT_000790,C033,SUP005,2025-11-01,9,月次更新,2025-11-01
LT_INT_000791,C033,SUP005,2025-12-01,9,月次更新,2025-12-01
LT000430,C034,SUP003,2023-01-01,32,初回登録,2023-01-01
LT000431,C034,SUP003,2023-04-01,27,工場増強,2023-04-01
LT000432,C034,SUP003,2023-07-01,23,工場増強,2023-07-01
LT000433,C034,SUP003,2023-10-01,19,工場増強,2023-10-01
LT000434,C034,SUP003,2024-01-01,18,通常,2024-01-01
LT000435,C034,SUP003,2024-04-01,18,通常,2024-04-01
LT000436,C034,SUP003,2024-07-01,16,物流混雑緩和,2024-07-01
LT000437,C034,SUP003,2024-10-01,15,通常,2024-10-01
LT000438,C034,SUP003,2025-01-01,14,通常,2025-01-01
LT000439,C034,SUP003,2025-04-01,13,通常,2025-04-01
LT000440,C034,SUP003,2025-07-01,12,需給逼迫,2025-07-01
LT000441,C034,SUP003,2025-10-01,12,通常,2025-10-01
LT000442,C034,SUP003,2026-01-01,12,工場増強,2026-01-01
LT_INT_000792,C034,SUP003,2023-02-01,29,月次更新,2023-02-01
LT_INT_000793,C034,SUP003,2023-03-01,29,月次更新,2023-03-01
LT_INT_000794,C034,SUP003,2023-05-01,25,月次更新,2023-05-01
LT_INT_000795,C034,SUP003,2023-06-01,25,月次更新,2023-06-01
LT_INT_000796,C034,SUP003,2023-08-01,20,月次更新,2023-08-01
LT_INT_000797,C034,SUP003,2023-09-01,19,月次更新,2023-09-01
LT_INT_000798,C034,SUP003,2023-11-01,18,月次更新,2023-11-01
LT_INT_000799,C034,SUP003,2023-12-01,18,月次更新,2023-12-01
LT_INT_000800,C034,SUP003,2024-02-01,19,月次更新,2024-02-01
LT_INT_000801,C034,SUP003,2024-03-01,19,月次更新,2024-03-01
LT_INT_000802,C034,SUP003,2024-05-01,16,月次更新,2024-05-01
LT_INT_000803,C034,SUP003,2024-06-01,16,月次更新,2024-06-01
