shipment_id,component_id,supplier_id,destination_warehouse_id,order_date,expected_arrival_date,actual_arrival_date,quantity,status,delay_days,delay_cause,unit_cost_usd
SH0000784,C022,SUP003,WH005,2024-04-02,2024-07-30,2024-07-30,2000,delivered,0,,3.8
SH0000785,C022,SUP003,WH004,2024-04-23,2024-08-20,2024-08-20,10000,delivered,0,,3.8
SH0000786,C022,SUP003,WH004,2024-06-11,2024-10-08,2024-11-07,6000,delivered,0,,3.8
SH0000787,C022,SUP003,WH010,2024-06-25,2024-10-22,2024-10-22,4000,delivered,0,,3.8
SH0000788,C022,SUP003,WH009,2024-07-16,2024-10-29,2024-11-10,6000,delivered,0,,3.8
SH0000789,C022,SUP003,WH008,2024-08-06,2024-11-19,2024-11-19,10000,delivered,0,,3.8
SH0000790,C022,SUP003,WH008,2024-09-24,2025-01-07,2025-01-07,4000,delivered,0,,3.8
SH0000791,C022,SUP003,WH007,2024-11-12,2025-02-11,2025-02-19,4000,delivered,0,,3.8
SH0000792,C022,SUP003,WH005,2024-12-17,2025-03-18,2025-04-11,10000,delivered,0,,3.8
SH0000793,C022,SUP003,WH010,2024-12-31,2025-04-01,2025-04-01,10000,delivered,0,,3.8
SH0000794,C022,SUP003,WH007,2025-02-11,2025-05-27,2025-05-27,2000,delivered,0,,3.8
SH0000795,C022,SUP003,WH006,2025-03-25,2025-07-08,2025-08-02,10000,delivered,0,,3.8
SH0000796,C022,SUP003,WH010,2025-04-29,2025-08-19,2025-08-19,10000,delivered,0,,3.8
SH0000797,C022,SUP003,WH010,2025-06-10,2025-09-30,2025-09-30,10000,delivered,0,,3.8
SH0000798,C022,SUP003,WH010,2025-06-24,2025-10-14,2025-10-14,2000,delivered,0,,3.8
SH0000799,C022,SUP003,WH010,2025-08-12,2025-11-25,2025-11-25,8000,delivered,0,,3.8
SH0000800,C022,SUP003,WH007,2025-09-09,2025-12-23,2026-01-02,2000,delivered,0,,3.8
SH0000801,C022,SUP003,WH001,2025-10-28,2026-02-03,2026-02-15,2000,delivered,0,,3.8
SH0000802,C022,SUP003,WH002,2025-11-25,2026-03-03,2026-03-03,6000,delivered,0,,3.8
SH0000803,C022,SUP003,WH007,2026-01-06,2026-04-07,,8000,in_transit,0,,3.8
SH0000804,C022,SUP003,WH006,2026-01-27,2026-04-28,,4000,ordered,0,,3.8
SH0000805,C022,SUP003,WH001,2026-03-03,2026-06-02,,10000,ordered,0,,3.8
SH0000806,C022,SUP003,WH007,2026-04-07,2026-07-07,,10000,ordered,0,,3.8
SH0000807,C022,SUP003,WH009,2026-05-12,2026-08-11,,10000,ordered,0,,3.8
SH0000808,C023,SUP001,WH005,2023-01-24,2023-09-26,2023-09-26,1000,delivered,0,,5.2
SH0000809,C023,SUP001,WH003,2023-02-28,2023-10-31,2023-10-31,1000,delivered,0,,5.2
SH0000810,C023,SUP001,WH007,2023-04-18,2023-12-05,2023-12-05,1000,delivered,0,,5.2
SH0000811,C023,SUP001,WH010,2023-05-16,2024-01-02,2024-01-02,4000,delivered,0,,5.2
SH0000812,C023,SUP001,WH010,2023-06-06,2024-01-23,2024-01-23,3000,delivered,0,,5.2
SH0000813,C023,SUP001,WH005,2023-07-25,2024-01-30,2024-01-30,1000,delivered,0,,5.2
SH0000814,C023,SUP001,WH006,2023-08-08,2024-02-13,2024-02-13,4000,delivered,0,,5.2
SH0000815,C023,SUP001,WH001,2023-08-22,2024-02-27,2024-02-27,1000,delivered,0,,5.2
SH0000816,C023,SUP001,WH003,2023-10-10,2024-04-16,2024-04-16,5000,delivered,0,,5.2
SH0000817,C023,SUP001,WH001,2023-11-14,2024-05-21,2024-05-21,5000,delivered,0,,5.2
SH0000818,C023,SUP001,WH006,2023-12-26,2024-07-02,2024-07-02,5000,delivered,0,,5.2
SH0000819,C023,SUP001,WH010,2024-01-30,2024-08-06,2024-08-06,3000,delivered,0,,5.2
SH0000820,C023,SUP001,WH009,2024-03-26,2024-10-01,2024-10-01,3000,delivered,0,,5.2
SH0000821,C023,SUP001,WH004,2024-04-16,2024-09-24,2024-10-15,3000,delivered,0,,5.2
SH0000822,C023,SUP001,WH002,2024-05-07,2024-10-15,2024-10-15,5000,delivered,0,,5.2
SH0000823,C023,SUP001,WH001,2024-06-11,2024-11-19,2024-11-19,1000,delivered,0,,5.2
SH0000824,C023,SUP001,WH010,2024-08-06,2024-12-17,2024-12-17,1000,delivered,0,,5.2
SH0000825,C023,SUP001,WH001,2024-09-17,2025-01-28,2025-01-28,1000,delivered,0,,5.2
SH0000826,C023,SUP001,WH010,2024-11-05,2025-03-25,2025-03-25,5000,delivered,0,,5.2
SH0000827,C023,SUP001,WH002,2024-12-17,2025-05-06,2025-05-06,3000,delivered,0,,5.2
SH0000828,C023,SUP001,WH002,2025-02-04,2025-06-17,2025-06-17,3000,delivered,0,,5.2
SH0000829,C023,SUP001,WH001,2025-04-01,2025-08-05,2025-08-05,1000,delivered,0,,5.2
SH0000830,C023,SUP001,WH002,2025-05-20,2025-09-23,2025-09-23,3000,delivered,0,,5.2
SH0000831,C023,SUP001,WH005,2025-06-24,2025-10-28,2025-10-28,5000,delivered,0,,5.2
SH0000832,C023,SUP001,WH007,2025-08-12,2025-12-23,2025-12-23,4000,delivered,0,,5.2
SH0000833,C023,SUP001,WH002,2025-09-09,2026-01-20,2026-01-20,2000,delivered,0,,5.2
SH0000834,C023,SUP001,WH007,2025-11-04,2026-03-03,2026-03-03,2000,delivered,0,,5.2
SH0000835,C023,SUP001,WH005,2025-12-02,2026-03-31,,5000,in_transit,0,,5.2
SH0000836,C023,SUP001,WH003,2026-01-20,2026-05-05,,2000,ordered,0,,5.2
SH0000837,C023,SUP001,WH007,2026-03-03,2026-06-16,,2000,ordered,0,,5.2
SH0000838,C023,SUP001,WH009,2026-03-17,2026-06-30,,4000,ordered,0,,5.2
SH0000839,C023,SUP001,WH005,2026-04-14,2026-07-28,,2000,ordered,0,,5.2
SH0000840,C023,SUP001,WH007,2026-06-02,2026-09-15,,3000,ordered,0,,5.2
SH0000841,C024,SUP001,WH003,2023-01-21,2023-11-11,2023-11-11,4000,delivered,0,,8.4
SH0000842,C024,SUP001,WH003,2023-03-04,2023-12-23,2023-12-29,5000,delayed,6,メーカー生産遅延,8.4
SH0000843,C024,SUP001,WH002,2023-04-15,2023-12-30,2023-12-30,3000,delivered,0,,8.4
SH0000844,C024,SUP001,WH007,2023-06-10,2024-02-24,2024-02-24,3000,delivered,0,,8.4
SH0000845,C024,SUP001,WH009,2023-07-01,2024-02-24,2024-03-23,4000,delivered,0,,8.4
SH0000846,C024,SUP001,WH001,2023-07-22,2024-03-16,2024-03-16,4000,delivered,0,,8.4
SH0000847,C024,SUP001,WH001,2023-09-02,2024-04-27,2024-04-27,2000,delivered,0,,8.4
SH0000848,C024,SUP001,WH002,2023-09-30,2024-05-25,2024-05-25,3000,delivered,0,,8.4
SH0000849,C024,SUP001,WH002,2023-11-11,2024-05-18,2024-05-31,2000,delivered,0,,8.4
SH0000850,C024,SUP001,WH008,2023-11-25,2024-06-01,2024-06-25,3000,delivered,0,,8.4
SH0000851,C024,SUP001,WH008,2023-12-16,2024-06-22,2024-06-22,1000,delivered,0,,8.4
SH0000852,C024,SUP001,WH007,2024-01-27,2024-07-20,2024-08-12,2000,delivered,0,,8.4
SH0000853,C024,SUP001,WH008,2024-03-23,2024-09-14,2024-09-14,5000,delivered,0,,8.4
SH0000854,C024,SUP001,WH003,2024-04-27,2024-10-19,2024-10-19,2000,delivered,0,,8.4
SH0000855,C024,SUP001,WH002,2024-06-01,2024-11-23,2024-11-23,1000,delivered,0,,8.4
SH0000856,C024,SUP001,WH002,2024-07-20,2024-12-14,2024-12-14,2000,delivered,0,,8.4
SH0000857,C024,SUP001,WH001,2024-08-10,2025-01-04,2025-02-03,2000,delivered,0,,8.4
SH0000858,C024,SUP001,WH010,2024-09-14,2025-02-08,2025-02-08,4000,delivered,0,,8.4
SH0000859,C024,SUP001,WH008,2024-10-12,2025-03-08,2025-03-08,1000,delivered,0,,8.4
SH0000860,C024,SUP001,WH004,2024-11-02,2025-03-29,2025-04-04,3000,delivered,0,,8.4
SH0000861,C024,SUP001,WH007,2024-12-14,2025-05-10,2025-05-10,5000,delivered,0,,8.4
SH0000862,C024,SUP001,WH009,2025-01-11,2025-06-07,2025-06-07,3000,delivered,0,,8.4
SH0000863,C024,SUP001,WH003,2025-02-01,2025-06-28,2025-06-28,4000,delivered,0,,8.4
SH0000864,C024,SUP001,WH002,2025-02-22,2025-07-19,2025-07-19,2000,delivered,0,,8.4
SH0000865,C024,SUP001,WH010,2025-03-08,2025-08-02,2025-08-02,5000,delivered,0,,8.4
SH0000866,C024,SUP001,WH004,2025-03-22,2025-08-16,2025-08-16,3000,delivered,0,,8.4
SH0000867,C024,SUP001,WH010,2025-05-10,2025-09-27,2025-10-02,3000,delayed,5,港湾混雑,8.4
SH0000868,C024,SUP001,WH006,2025-06-28,2025-11-15,2025-11-15,4000,delivered,0,,8.4
SH0000869,C024,SUP001,WH008,2025-08-02,2025-12-20,2026-01-04,3000,delivered,0,,8.4
SH0000870,C024,SUP001,WH004,2025-09-20,2026-02-07,2026-02-07,3000,delivered,0,,8.4
SH0000871,C024,SUP001,WH003,2025-10-18,2026-03-07,2026-03-07,2000,delivered,0,,8.4
SH0000872,C024,SUP001,WH003,2025-11-08,2026-03-28,2026-03-28,2000,delivered,0,,8.4
SH0000873,C024,SUP001,WH005,2026-01-03,2026-05-16,,3000,ordered,0,,8.4
SH0000874,C024,SUP001,WH003,2026-02-21,2026-07-04,,5000,ordered,0,,8.4
SH0000875,C024,SUP001,WH010,2026-03-28,2026-08-08,,3000,ordered,0,,8.4
SH0000876,C024,SUP001,WH007,2026-05-09,2026-09-19,,4000,ordered,0,,8.4
SH0000877,C024,SUP001,WH006,2026-06-13,2026-10-24,,2000,ordered,0,,8.4
SH0000878,C025,SUP005,WH002,2023-01-06,2023-11-24,2023-11-24,4000,delivered,0,,6.8
SH0000879,C025,SUP005,WH007,2023-01-20,2023-12-08,2023-12-08,4000,delivered,0,,6.8
SH0000880,C025,SUP005,WH002,2023-02-17,2024-01-05,2024-01-30,1000,delayed,25,メーカー生産遅延,6.8
SH0000881,C025,SUP005,WH001,2023-03-17,2024-02-02,2024-02-02,3000,delivered,0,,6.8
SH0000882,C025,SUP005,WH009,2023-04-21,2024-02-02,2024-02-02,4000,delivered,0,,6.8
SH0000883,C025,SUP005,WH001,2023-05-19,2024-03-01,2024-03-10,2000,delivered,0,,6.8
SH0000884,C025,SUP005,WH001,2023-07-07,2024-03-15,2024-03-15,3000,delivered,0,,6.8
SH0000885,C025,SUP005,WH002,2023-08-18,2024-04-26,2024-04-26,1000,delivered,0,,6.8
SH0000886,C025,SUP005,WH006,2023-10-06,2024-05-10,2024-06-01,4000,delivered,0,,6.8
SH0000887,C025,SUP005,WH007,2023-12-01,2024-07-05,2024-07-05,2000,delivered,0,,6.8
SH0000888,C025,SUP005,WH003,2024-01-05,2024-07-12,2024-07-12,2000,delivered,0,,6.8
SH0000889,C025,SUP005,WH007,2024-03-01,2024-09-06,2024-09-06,3000,delivered,0,,6.8
SH0000890,C025,SUP005,WH006,2024-04-19,2024-11-01,2024-11-01,2000,delivered,0,,6.8
SH0000891,C025,SUP005,WH008,2024-05-24,2024-12-06,2024-12-06,4000,delivered,0,,6.8
SH0000892,C025,SUP005,WH007,2024-07-05,2025-01-03,2025-01-03,3000,delivered,0,,6.8
SH0000893,C025,SUP005,WH008,2024-08-09,2025-02-07,2025-02-07,2000,delivered,0,,6.8
SH0000894,C025,SUP005,WH010,2024-09-13,2025-03-14,2025-03-14,2000,delivered,0,,6.8
SH0000895,C025,SUP005,WH002,2024-09-27,2025-03-28,2025-03-28,2000,delivered,0,,6.8
SH0000896,C025,SUP005,WH003,2024-10-18,2025-04-11,2025-04-11,5000,delivered,0,,6.8
SH0000897,C025,SUP005,WH009,2024-12-06,2025-05-30,2025-05-30,1000,delivered,0,,6.8
SH0000898,C025,SUP005,WH008,2025-01-31,2025-06-27,2025-07-20,4000,delivered,0,,6.8
SH0000899,C025,SUP005,WH008,2025-03-28,2025-08-22,2025-09-12,4000,delayed,21,メーカー設備停止,6.8
SH0000900,C025,SUP005,WH010,2025-04-25,2025-09-19,2025-09-19,1000,delivered,0,,6.8
SH0000901,C025,SUP005,WH009,2025-06-20,2025-11-14,2025-11-14,3000,delivered,0,,6.8
SH0000902,C025,SUP005,WH008,2025-08-08,2026-01-16,2026-01-16,1000,delivered,0,,6.8
SH0000903,C025,SUP005,WH001,2025-09-12,2026-02-20,2026-02-20,5000,delivered,0,,6.8
SH0000904,C025,SUP005,WH010,2025-10-10,2026-03-06,2026-03-06,2000,delivered,0,,6.8
SH0000905,C025,SUP005,WH001,2025-11-14,2026-04-10,,5000,in_transit,0,,6.8
SH0000906,C025,SUP005,WH003,2025-12-05,2026-05-01,,4000,ordered,0,,6.8
SH0000907,C025,SUP005,WH006,2026-01-16,2026-06-19,,1000,ordered,0,,6.8
SH0000908,C025,SUP005,WH002,2026-02-13,2026-07-17,,5000,ordered,0,,6.8
SH0000909,C025,SUP005,WH007,2026-03-20,2026-08-21,,5000,ordered,14,メーカー生産遅延,6.8
SH0000910,C025,SUP005,WH004,2026-05-01,2026-10-02,,3000,ordered,0,,6.8
SH0000911,C025,SUP005,WH009,2026-06-05,2026-11-06,,5000,ordered,0,,6.8
SH0000912,C026,SUP005,WH001,2023-01-11,2023-10-25,2023-10-25,2000,delivered,0,,3.2
SH0000913,C026,SUP005,WH001,2023-02-01,2023-11-15,2023-11-15,4000,delivered,0,,3.2
SH0000914,C026,SUP005,WH008,2023-03-01,2023-12-13,2023-12-13,2000,delivered,0,,3.2
SH0000915,C026,SUP005,WH003,2023-03-15,2023-12-27,2024-01-14,4000,delivered,0,,3.2
SH0000916,C026,SUP005,WH003,2023-05-10,2024-01-03,2024-01-03,10000,delivered,0,,3.2
SH0000917,C026,SUP005,WH006,2023-06-28,2024-02-21,2024-02-21,6000,delivered,0,,3.2
SH0000918,C026,SUP005,WH002,2023-08-16,2024-03-06,2024-03-06,4000,delivered,0,,3.2
SH0000919,C026,SUP005,WH003,2023-09-27,2024-04-17,2024-04-17,2000,delivered,0,,3.2
SH0000920,C026,SUP005,WH003,2023-11-01,2024-04-24,2024-04-28,4000,delivered,0,,3.2
SH0000921,C026,SUP005,WH009,2023-11-29,2024-05-22,2024-05-22,4000,delivered,0,,3.2
SH0000922,C026,SUP005,WH009,2024-01-10,2024-06-19,2024-06-19,6000,delivered,0,,3.2
SH0000923,C026,SUP005,WH002,2024-01-24,2024-07-03,2024-07-03,4000,delivered,0,,3.2
SH0000924,C026,SUP005,WH010,2024-03-13,2024-08-21,2024-08-21,8000,delivered,0,,3.2
SH0000925,C026,SUP005,WH004,2024-05-08,2024-09-25,2024-09-25,8000,delivered,0,,3.2
SH0000926,C026,SUP005,WH003,2024-06-19,2024-11-06,2024-11-06,8000,delivered,0,,3.2
SH0000927,C026,SUP005,WH008,2024-07-24,2024-11-27,2024-11-27,4000,delivered,0,,3.2
SH0000928,C026,SUP005,WH007,2024-08-14,2024-12-18,2025-01-07,6000,delayed,20,メーカー部材不足,3.2
SH0000929,C026,SUP005,WH010,2024-09-04,2025-01-08,2025-01-08,8000,delivered,0,,3.2
SH0000930,C026,SUP005,WH002,2024-10-02,2025-02-05,2025-02-05,6000,delivered,0,,3.2
SH0000931,C026,SUP005,WH009,2024-11-27,2025-04-02,2025-04-02,8000,delivered,0,,3.2
SH0000932,C026,SUP005,WH004,2024-12-25,2025-04-30,2025-05-15,4000,delivered,0,,3.2
SH0000933,C026,SUP005,WH009,2025-01-29,2025-06-04,2025-06-28,10000,delivered,0,,3.2
SH0000934,C026,SUP005,WH010,2025-02-26,2025-07-02,2025-07-02,2000,delivered,0,,3.2
SH0000935,C026,SUP005,WH009,2025-04-09,2025-08-06,2025-08-06,4000,delivered,0,,3.2
SH0000936,C026,SUP005,WH003,2025-04-23,2025-08-20,2025-08-20,10000,delivered,0,,3.2
SH0000937,C026,SUP005,WH002,2025-05-07,2025-09-03,2025-09-03,2000,delivered,0,,3.2
SH0000938,C026,SUP005,WH005,2025-06-18,2025-10-15,2025-10-15,4000,delivered,0,,3.2
SH0000939,C026,SUP005,WH002,2025-07-30,2025-12-03,2025-12-03,2000,delivered,0,,3.2
SH0000940,C026,SUP005,WH009,2025-09-10,2026-01-14,2026-01-19,8000,delivered,0,,3.2
SH0000941,C026,SUP005,WH004,2025-10-15,2026-02-25,2026-02-25,2000,delivered,0,,3.2
SH0000942,C026,SUP005,WH006,2025-12-03,2026-04-15,,8000,ordered,0,,3.2
SH0000943,C026,SUP005,WH005,2026-01-28,2026-06-03,,6000,ordered,0,,3.2
SH0000944,C026,SUP005,WH005,2026-02-11,2026-06-17,,4000,ordered,0,,3.2
SH0000945,C026,SUP005,WH002,2026-03-18,2026-07-22,,10000,ordered,0,,3.2
SH0000946,C026,SUP005,WH010,2026-04-08,2026-08-12,,2000,ordered,0,,3.2
SH0000947,C026,SUP005,WH009,2026-04-29,2026-09-02,,6000,ordered,0,,3.2
SH0000948,C026,SUP005,WH002,2026-06-24,2026-10-28,,8000,ordered,0,,3.2
SH0000949,C027,SUP007,WH007,2023-01-22,2023-10-01,2023-10-01,8000,delivered,0,,2.9
SH0000950,C027,SUP007,WH003,2023-03-19,2023-11-26,2023-11-26,2000,delivered,0,,2.9
SH0000951,C027,SUP007,WH009,2023-04-30,2023-11-19,2023-11-19,2000,delivered,0,,2.9
SH0000952,C027,SUP007,WH007,2023-06-18,2024-01-07,2024-01-07,4000,delivered,0,,2.9
SH0000953,C027,SUP007,WH002,2023-07-30,2024-01-14,2024-01-14,2000,delivered,0,,2.9
SH0000954,C027,SUP007,WH006,2023-09-17,2024-03-03,2024-03-03,6000,delivered,0,,2.9
SH0000955,C027,SUP007,WH001,2023-10-01,2024-03-10,2024-03-10,8000,delivered,0,,2.9
SH0000956,C027,SUP007,WH003,2023-10-22,2024-03-31,2024-03-31,6000,delivered,0,,2.9
SH0000957,C027,SUP007,WH005,2023-12-03,2024-05-12,2024-05-25,4000,delayed,13,メーカー部材不足,2.9
SH0000958,C027,SUP007,WH009,2024-01-28,2024-06-16,2024-06-16,6000,delivered,0,,2.9
SH0000959,C027,SUP007,WH007,2024-02-11,2024-06-30,2024-06-30,8000,delivered,0,,2.9
SH0000960,C027,SUP007,WH002,2024-03-24,2024-08-11,2024-08-11,2000,delivered,0,,2.9
SH0000961,C027,SUP007,WH005,2024-04-28,2024-09-29,2024-09-29,6000,delivered,0,,2.9
SH0000962,C027,SUP007,WH007,2024-06-16,2024-11-17,2024-11-17,10000,delivered,0,,2.9
SH0000963,C027,SUP007,WH008,2024-07-14,2024-11-10,2024-11-19,4000,delivered,0,,2.9
SH0000964,C027,SUP007,WH001,2024-08-25,2024-12-22,2024-12-22,2000,delivered,0,,2.9
SH0000965,C027,SUP007,WH001,2024-10-20,2025-03-02,2025-03-02,10000,delivered,0,,2.9
SH0000966,C027,SUP007,WH002,2024-12-08,2025-04-20,2025-04-20,10000,delivered,0,,2.9
SH0000967,C027,SUP007,WH006,2025-02-02,2025-05-18,2025-05-18,2000,delivered,0,,2.9
SH0000968,C027,SUP007,WH006,2025-03-16,2025-06-29,2025-06-29,2000,delivered,0,,2.9
SH0000969,C027,SUP007,WH001,2025-05-11,2025-08-31,2025-09-15,2000,delivered,0,,2.9
SH0000970,C027,SUP007,WH006,2025-06-01,2025-09-21,2025-09-21,6000,delivered,0,,2.9
SH0000971,C027,SUP007,WH010,2025-07-20,2025-11-16,2025-11-16,10000,delivered,0,,2.9
SH0000972,C027,SUP007,WH009,2025-08-10,2025-12-07,2025-12-07,2000,delivered,0,,2.9
SH0000973,C027,SUP007,WH005,2025-10-05,2026-02-01,2026-02-01,10000,delivered,0,,2.9
SH0000974,C027,SUP007,WH003,2025-10-19,2026-02-15,2026-02-15,6000,delivered,0,,2.9
SH0000975,C027,SUP007,WH004,2025-11-23,2026-03-22,2026-03-22,8000,delivered,0,,2.9
SH0000976,C027,SUP007,WH007,2025-12-28,2026-04-26,,4000,ordered,0,,2.9
SH0000977,C027,SUP007,WH002,2026-02-01,2026-05-24,,10000,ordered,0,,2.9
SH0000978,C027,SUP007,WH008,2026-02-22,2026-06-14,,10000,ordered,0,,2.9
SH0000979,C027,SUP007,WH005,2026-04-05,2026-07-26,,10000,ordered,0,,2.9
SH0000980,C027,SUP007,WH008,2026-05-31,2026-09-20,,10000,ordered,0,,2.9
SH0000981,C027,SUP007,WH010,2026-06-14,2026-10-04,,10000,ordered,0,,2.9
SH0000982,C028,SUP007,WH008,2023-01-10,2023-08-22,2023-08-22,8000,delivered,0,,4.1
SH0000983,C028,SUP007,WH001,2023-02-28,2023-10-10,2023-10-10,2000,delivered,0,,4.1
SH0000984,C028,SUP007,WH005,2023-03-14,2023-10-24,2023-10-24,2000,delivered,0,,4.1
SH0000985,C028,SUP007,WH009,2023-05-02,2023-11-07,2023-11-26,4000,delivered,0,,4.1
SH0000986,C028,SUP007,WH002,2023-05-23,2023-11-28,2023-11-28,6000,delivered,0,,4.1
SH0000987,C028,SUP007,WH009,2023-07-18,2023-12-26,2023-12-26,2000,delivered,0,,4.1
SH0000988,C028,SUP007,WH005,2023-09-12,2024-02-20,2024-02-20,2000,delivered,0,,4.1
SH0000989,C028,SUP007,WH005,2023-10-10,2024-03-05,2024-03-05,10000,delivered,0,,4.1
SH0000990,C028,SUP007,WH009,2023-11-14,2024-04-09,2024-04-09,6000,delivered,0,,4.1
SH0000991,C028,SUP007,WH006,2023-12-05,2024-04-30,2024-04-30,4000,delivered,0,,4.1
SH0000992,C028,SUP007,WH010,2024-01-02,2024-05-14,2024-05-14,2000,delivered,0,,4.1
SH0000993,C028,SUP007,WH001,2024-02-27,2024-07-09,2024-07-09,10000,delivered,0,,4.1
SH0000994,C028,SUP007,WH007,2024-04-02,2024-07-23,2024-07-23,10000,delivered,0,,4.1
SH0000995,C028,SUP007,WH004,2024-04-23,2024-08-13,2024-08-13,2000,delivered,0,,4.1
SH0000996,C028,SUP007,WH005,2024-05-07,2024-08-27,2024-09-10,2000,delivered,0,,4.1
SH0000997,C028,SUP007,WH004,2024-05-21,2024-09-10,2024-09-10,4000,delivered,0,,4.1
SH0000998,C028,SUP007,WH008,2024-06-04,2024-09-24,2024-09-24,8000,delivered,0,,4.1
SH0000999,C028,SUP007,WH008,2024-06-18,2024-10-08,2024-11-02,2000,delivered,0,,4.1
SH0001000,C028,SUP007,WH007,2024-08-06,2024-11-19,2024-11-19,6000,delivered,0,,4.1
SH0001001,C028,SUP007,WH007,2024-10-01,2025-01-14,2025-01-14,10000,delivered,0,,4.1
SH0001002,C028,SUP007,WH003,2024-11-19,2025-03-04,2025-03-04,2000,delivered,0,,4.1
SH0001003,C028,SUP007,WH009,2024-12-31,2025-04-15,2025-04-15,10000,delivered,0,,4.1
SH0001004,C028,SUP007,WH009,2025-01-28,2025-05-06,2025-05-06,2000,delivered,0,,4.1
SH0001005,C028,SUP007,WH002,2025-03-11,2025-06-17,2025-06-17,10000,delivered,0,,4.1
SH0001006,C028,SUP007,WH010,2025-04-15,2025-08-05,2025-09-01,6000,delivered,0,,4.1
SH0001007,C028,SUP007,WH001,2025-05-13,2025-09-02,2025-09-02,8000,delivered,0,,4.1
SH0001008,C028,SUP007,WH005,2025-06-03,2025-09-23,2025-09-23,8000,delivered,0,,4.1
SH0001009,C028,SUP007,WH002,2025-06-24,2025-10-14,2025-10-14,10000,delivered,0,,4.1
SH0001010,C028,SUP007,WH004,2025-07-29,2025-11-11,2025-11-11,8000,delivered,0,,4.1
SH0001011,C028,SUP007,WH001,2025-08-19,2025-12-02,2025-12-02,10000,delivered,0,,4.1
SH0001012,C028,SUP007,WH007,2025-09-02,2025-12-16,2026-01-09,6000,delayed,24,メーカー生産遅延,4.1
SH0001013,C028,SUP007,WH005,2025-10-21,2026-01-20,2026-01-20,8000,delivered,0,,4.1
SH0001014,C028,SUP007,WH003,2025-12-09,2026-03-10,2026-03-10,2000,delivered,0,,4.1
SH0001015,C028,SUP007,WH001,2026-01-20,2026-04-28,,8000,ordered,0,,4.1
SH0001016,C028,SUP007,WH009,2026-03-17,2026-06-23,,4000,ordered,0,,4.1
SH0001017,C028,SUP007,WH008,2026-05-12,2026-08-18,,10000,ordered,25,天候不良,4.1
SH0001018,C029,SUP006,WH010,2023-01-18,2023-07-19,2023-07-19,15000,delivered,0,,1.8
SH0001019,C029,SUP006,WH005,2023-03-01,2023-08-30,2023-08-30,5000,delivered,0,,1.8
SH0001020,C029,SUP006,WH005,2023-04-26,2023-09-27,2023-09-27,15000,delivered,0,,1.8
SH0001021,C029,SUP006,WH008,2023-06-14,2023-11-15,2023-12-13,10000,delivered,0,,1.8
SH0001022,C029,SUP006,WH007,2023-07-12,2023-11-15,2023-11-15,20000,delivered,0,,1.8
SH0001023,C029,SUP006,WH005,2023-09-06,2024-01-10,2024-01-26,15000,delivered,0,,1.8
SH0001024,C029,SUP006,WH007,2023-10-11,2024-02-07,2024-02-07,15000,delivered,0,,1.8
SH0001025,C029,SUP006,WH002,2023-11-15,2024-03-13,2024-03-13,5000,delivered,0,,1.8
SH0001026,C029,SUP006,WH001,2023-12-06,2024-04-03,2024-04-03,5000,delivered,0,,1.8
SH0001027,C029,SUP006,WH009,2023-12-20,2024-04-17,2024-04-17,5000,delivered,0,,1.8
SH0001028,C029,SUP006,WH006,2024-02-07,2024-05-22,2024-05-22,25000,delivered,0,,1.8
SH0001029,C029,SUP006,WH006,2024-02-28,2024-06-12,2024-06-12,20000,delivered,0,,1.8
SH0001030,C029,SUP006,WH010,2024-04-17,2024-07-24,2024-07-24,20000,delivered,0,,1.8
SH0001031,C029,SUP006,WH006,2024-05-08,2024-08-14,2024-08-14,15000,delivered,0,,1.8
SH0001032,C029,SUP006,WH006,2024-05-29,2024-09-04,2024-09-04,5000,delivered,0,,1.8
SH0001033,C029,SUP006,WH001,2024-06-26,2024-10-02,2024-10-02,10000,delivered,0,,1.8
SH0001034,C029,SUP006,WH006,2024-07-17,2024-10-16,2024-10-16,25000,delivered,0,,1.8
SH0001035,C029,SUP006,WH009,2024-09-11,2024-12-11,2024-12-11,25000,delivered,0,,1.8
SH0001036,C029,SUP006,WH009,2024-09-25,2024-12-25,2024-12-25,25000,delivered,0,,1.8
SH0001037,C029,SUP006,WH009,2024-10-30,2025-01-22,2025-01-22,10000,delivered,0,,1.8
SH0001038,C029,SUP006,WH001,2024-12-25,2025-03-19,2025-03-19,10000,delivered,0,,1.8
SH0001039,C029,SUP006,WH003,2025-01-22,2025-04-23,2025-04-23,25000,delivered,0,,1.8
SH0001040,C029,SUP006,WH008,2025-03-19,2025-06-18,2025-06-18,10000,delivered,0,,1.8
SH0001041,C029,SUP006,WH002,2025-04-09,2025-07-09,2025-07-09,5000,delivered,0,,1.8
SH0001042,C029,SUP006,WH004,2025-04-23,2025-07-23,2025-07-23,25000,delivered,0,,1.8
SH0001043,C029,SUP006,WH010,2025-06-04,2025-09-03,2025-09-03,5000,delivered,0,,1.8
SH0001044,C029,SUP006,WH001,2025-07-16,2025-10-08,2025-10-08,5000,delivered,0,,1.8
SH0001045,C029,SUP006,WH008,2025-08-06,2025-10-29,2025-10-29,20000,delivered,0,,1.8
SH0001046,C029,SUP006,WH009,2025-09-03,2025-11-26,2025-11-26,25000,delivered,0,,1.8
SH0001047,C029,SUP006,WH001,2025-10-22,2026-01-21,2026-02-02,5000,delivered,0,,1.8
SH0001048,C029,SUP006,WH006,2025-11-26,2026-02-25,2026-02-25,10000,delivered,0,,1.8
