forecast_id,product_id,customer_id,forecast_month,forecast_qty,forecast_accuracy,created_at
FC000344,P009,CUS002,2025-08-01 00:00:00,2005,0.7167,2025-06-21
FC000345,P009,CUS002,2025-09-01 00:00:00,1680,0.5423,2025-07-19
FC000346,P009,CUS002,2025-10-01 00:00:00,1581,0.6106,2025-09-10
FC000347,P009,CUS002,2025-11-01 00:00:00,1648,0.6005,2025-10-03
FC000348,P009,CUS002,2025-12-01 00:00:00,1349,0.5983,2025-11-04
FC000349,P009,CUS002,2026-01-01 00:00:00,1403,0.6542,2025-11-23
FC000350,P009,CUS002,2026-02-01 00:00:00,1514,0.6454,2025-12-19
FC000351,P009,CUS002,2026-03-01 00:00:00,1685,0.8034,2026-01-20
FC000352,P010,CUS002,2023-01-01 00:00:00,627,0.5587,2022-12-11
FC000353,P010,CUS002,2023-02-01 00:00:00,733,0.5592,2022-12-20
FC000354,P010,CUS002,2023-03-01 00:00:00,886,0.5826,2023-01-31
FC000355,P010,CUS002,2023-04-01 00:00:00,850,0.5378,2023-02-15
FC000356,P010,CUS002,2023-05-01 00:00:00,1001,0.7177,2023-03-31
FC000357,P010,CUS002,2023-06-01 00:00:00,786,0.5543,2023-05-04
FC000358,P010,CUS002,2023-07-01 00:00:00,906,0.6978,2023-05-27
FC000359,P010,CUS002,2023-08-01 00:00:00,953,0.5368,2023-06-17
FC000360,P010,CUS002,2023-09-01 00:00:00,823,0.632,2023-08-10
FC000361,P010,CUS002,2023-10-01 00:00:00,877,0.5838,2023-08-19
FC000362,P010,CUS002,2023-11-01 00:00:00,848,0.5706,2023-09-30
FC000363,P010,CUS002,2023-12-01 00:00:00,817,0.5315,2023-10-17
FC000364,P010,CUS002,2024-01-01 00:00:00,713,0.7123,2023-12-04
FC000365,P010,CUS002,2024-02-01 00:00:00,716,0.5325,2023-12-22
FC000366,P010,CUS002,2024-03-01 00:00:00,832,0.6507,2024-01-29
FC000367,P010,CUS002,2024-04-01 00:00:00,992,0.691,2024-03-05
FC000368,P010,CUS002,2024-05-01 00:00:00,801,0.5634,2024-03-23
FC000369,P010,CUS002,2024-06-01 00:00:00,1061,0.5129,2024-05-05
FC000370,P010,CUS002,2024-07-01 00:00:00,904,0.5271,2024-05-22
FC000371,P010,CUS002,2024-08-01 00:00:00,999,0.5609,2024-06-29
FC000372,P010,CUS002,2024-09-01 00:00:00,728,0.5395,2024-08-11
FC000373,P010,CUS002,2024-10-01 00:00:00,853,0.5337,2024-09-08
FC000374,P010,CUS002,2024-11-01 00:00:00,739,0.513,2024-09-25
FC000375,P010,CUS002,2024-12-01 00:00:00,783,0.6891,2024-10-19
FC000376,P010,CUS002,2025-01-01 00:00:00,811,0.6318,2024-11-25
FC000377,P010,CUS002,2025-02-01 00:00:00,717,0.6417,2024-12-30
FC000378,P010,CUS002,2025-03-01 00:00:00,935,0.5129,2025-01-25
FC000379,P010,CUS002,2025-04-01 00:00:00,813,0.5979,2025-02-18
FC000380,P010,CUS002,2025-05-01 00:00:00,873,0.632,2025-03-28
FC000381,P010,CUS002,2025-06-01 00:00:00,963,0.6813,2025-04-21
FC000382,P010,CUS002,2025-07-01 00:00:00,1024,0.6124,2025-05-22
FC000383,P010,CUS002,2025-08-01 00:00:00,909,0.5226,2025-07-09
FC000384,P010,CUS002,2025-09-01 00:00:00,949,0.5554,2025-07-29
FC000385,P010,CUS002,2025-10-01 00:00:00,867,0.6829,2025-09-11
FC000386,P010,CUS002,2025-11-01 00:00:00,805,0.5709,2025-10-02
FC000387,P010,CUS002,2025-12-01 00:00:00,767,0.6653,2025-11-09
FC000388,P010,CUS002,2026-01-01 00:00:00,818,0.7507,2025-11-25
FC000389,P010,CUS002,2026-02-01 00:00:00,850,0.7085,2026-01-02
FC000390,P010,CUS002,2026-03-01 00:00:00,957,0.78,2026-01-15
FC000391,P011,CUS003,2023-01-01 00:00:00,800,0.7126,2022-12-08
FC000392,P011,CUS003,2023-02-01 00:00:00,739,0.7118,2022-12-18
FC000393,P011,CUS003,2023-03-01 00:00:00,842,0.5353,2023-02-09
FC000394,P011,CUS003,2023-04-01 00:00:00,952,0.7004,2023-02-15
FC000395,P011,CUS003,2023-05-01 00:00:00,913,0.6397,2023-04-10
FC000396,P011,CUS003,2023-06-01 00:00:00,992,0.6251,2023-04-29
FC000397,P011,CUS003,2023-07-01 00:00:00,794,0.5947,2023-05-18
FC000398,P011,CUS003,2023-08-01 00:00:00,853,0.5856,2023-06-24
FC000399,P011,CUS003,2023-09-01 00:00:00,873,0.561,2023-08-11
FC000400,P011,CUS003,2023-10-01 00:00:00,800,0.5652,2023-08-21
FC000401,P011,CUS003,2023-11-01 00:00:00,649,0.6952,2023-10-11
FC000402,P011,CUS003,2023-12-01 00:00:00,689,0.5354,2023-10-30
FC000403,P011,CUS003,2024-01-01 00:00:00,691,0.6105,2023-11-28
FC000404,P011,CUS003,2024-02-01 00:00:00,776,0.6513,2024-01-10
FC000405,P011,CUS003,2024-03-01 00:00:00,811,0.6278,2024-01-22
FC000406,P011,CUS003,2024-04-01 00:00:00,928,0.6916,2024-02-24
FC000407,P011,CUS003,2024-05-01 00:00:00,923,0.5834,2024-04-02
FC000408,P011,CUS003,2024-06-01 00:00:00,887,0.6105,2024-04-23
FC000409,P011,CUS003,2024-07-01 00:00:00,824,0.5115,2024-05-22
FC000410,P011,CUS003,2024-08-01 00:00:00,957,0.5226,2024-06-18
FC000411,P011,CUS003,2024-09-01 00:00:00,714,0.5671,2024-08-05
FC000412,P011,CUS003,2024-10-01 00:00:00,741,0.562,2024-08-28
FC000413,P011,CUS003,2024-11-01 00:00:00,660,0.7142,2024-10-02
FC000414,P011,CUS003,2024-12-01 00:00:00,777,0.6635,2024-10-31
FC000415,P011,CUS003,2025-01-01 00:00:00,827,0.6173,2024-12-10
FC000416,P011,CUS003,2025-02-01 00:00:00,762,0.6043,2025-01-10
FC000417,P011,CUS003,2025-03-01 00:00:00,753,0.5433,2025-02-05
FC000418,P011,CUS003,2025-04-01 00:00:00,973,0.5809,2025-02-22
FC000419,P011,CUS003,2025-05-01 00:00:00,1069,0.6222,2025-03-29
FC000420,P011,CUS003,2025-06-01 00:00:00,965,0.7144,2025-04-21
FC000421,P011,CUS003,2025-07-01 00:00:00,1054,0.5722,2025-06-10
FC000422,P011,CUS003,2025-08-01 00:00:00,905,0.536,2025-06-23
FC000423,P011,CUS003,2025-09-01 00:00:00,858,0.645,2025-08-08
FC000424,P011,CUS003,2025-10-01 00:00:00,835,0.7093,2025-09-04
FC000425,P011,CUS003,2025-11-01 00:00:00,794,0.7416,2025-10-09
FC000426,P011,CUS003,2025-12-01 00:00:00,700,0.6818,2025-10-24
FC000427,P011,CUS003,2026-01-01 00:00:00,775,0.7633,2025-11-18
FC000428,P011,CUS003,2026-02-01 00:00:00,884,0.6348,2025-12-24
FC000429,P011,CUS003,2026-03-01 00:00:00,843,0.7282,2026-01-19
FC000430,P012,CUS003,2023-01-01 00:00:00,601,0.6127,2022-12-07
FC000431,P012,CUS003,2023-02-01 00:00:00,691,0.5686,2023-01-01
FC000432,P012,CUS003,2023-03-01 00:00:00,867,0.6794,2023-02-05
FC000433,P012,CUS003,2023-04-01 00:00:00,763,0.5211,2023-02-20
FC000434,P012,CUS003,2023-05-01 00:00:00,840,0.6656,2023-04-09
FC000435,P012,CUS003,2023-06-01 00:00:00,886,0.707,2023-05-02
FC000436,P012,CUS003,2023-07-01 00:00:00,825,0.5561,2023-06-02
FC000437,P012,CUS003,2023-08-01 00:00:00,814,0.5553,2023-07-10
FC000438,P012,CUS003,2023-09-01 00:00:00,672,0.6222,2023-08-08
FC000439,P012,CUS003,2023-10-01 00:00:00,766,0.6603,2023-09-03
FC000440,P012,CUS003,2023-11-01 00:00:00,744,0.6699,2023-09-29
FC000441,P012,CUS003,2023-12-01 00:00:00,610,0.6257,2023-10-18
FC000442,P012,CUS003,2024-01-01 00:00:00,690,0.5508,2023-12-01
FC000443,P012,CUS003,2024-02-01 00:00:00,687,0.5772,2023-12-28
FC000444,P012,CUS003,2024-03-01 00:00:00,814,0.5099,2024-02-01
FC000445,P012,CUS003,2024-04-01 00:00:00,919,0.6062,2024-03-12
FC000446,P012,CUS003,2024-05-01 00:00:00,920,0.5268,2024-04-05
FC000447,P012,CUS003,2024-06-01 00:00:00,932,0.5924,2024-05-09
FC000448,P012,CUS003,2024-07-01 00:00:00,783,0.5294,2024-05-19
FC000449,P012,CUS003,2024-08-01 00:00:00,830,0.712,2024-07-05
FC000450,P012,CUS003,2024-09-01 00:00:00,820,0.6419,2024-07-22
FC000451,P012,CUS003,2024-10-01 00:00:00,755,0.5316,2024-09-10
FC000452,P012,CUS003,2024-11-01 00:00:00,684,0.5904,2024-09-28
FC000453,P012,CUS003,2024-12-01 00:00:00,787,0.5567,2024-10-24
FC000454,P012,CUS003,2025-01-01 00:00:00,655,0.5254,2024-11-22
FC000455,P012,CUS003,2025-02-01 00:00:00,729,0.6187,2025-01-02
FC000456,P012,CUS003,2025-03-01 00:00:00,835,0.6009,2025-01-21
FC000457,P012,CUS003,2025-04-01 00:00:00,778,0.6936,2025-02-27
FC000458,P012,CUS003,2025-05-01 00:00:00,959,0.6528,2025-04-04
FC000459,P012,CUS003,2025-06-01 00:00:00,879,0.5938,2025-05-03
FC000460,P012,CUS003,2025-07-01 00:00:00,966,0.6377,2025-06-04
FC000461,P012,CUS003,2025-08-01 00:00:00,871,0.6492,2025-07-09
FC000462,P012,CUS003,2025-09-01 00:00:00,868,0.6288,2025-08-06
FC000463,P012,CUS003,2025-10-01 00:00:00,820,0.6383,2025-08-22
FC000464,P012,CUS003,2025-11-01 00:00:00,698,0.6988,2025-10-05
FC000465,P012,CUS003,2025-12-01 00:00:00,749,0.5903,2025-11-07
FC000466,P012,CUS003,2026-01-01 00:00:00,760,0.7276,2025-11-22
FC000467,P012,CUS003,2026-02-01 00:00:00,917,0.6545,2025-12-29
FC000468,P012,CUS003,2026-03-01 00:00:00,922,0.7149,2026-01-16
FC000469,P013,CUS003,2023-01-01 00:00:00,518,0.7182,2022-11-23
FC000470,P013,CUS003,2023-02-01 00:00:00,504,0.6187,2022-12-23
FC000471,P013,CUS003,2023-03-01 00:00:00,621,0.66,2023-01-20
FC000472,P013,CUS003,2023-04-01 00:00:00,748,0.6558,2023-03-04
FC000473,P013,CUS003,2023-05-01 00:00:00,686,0.6711,2023-03-28
FC000474,P013,CUS003,2023-06-01 00:00:00,716,0.6166,2023-05-11
FC000475,P013,CUS003,2023-07-01 00:00:00,703,0.6917,2023-06-09
FC000476,P013,CUS003,2023-08-01 00:00:00,736,0.5245,2023-06-26
FC000477,P013,CUS003,2023-09-01 00:00:00,603,0.5766,2023-07-20
FC000478,P013,CUS003,2023-10-01 00:00:00,650,0.5108,2023-08-28
FC000479,P013,CUS003,2023-11-01 00:00:00,623,0.5999,2023-09-23
FC000480,P013,CUS003,2023-12-01 00:00:00,530,0.5513,2023-11-07
FC000481,P013,CUS003,2024-01-01 00:00:00,625,0.5873,2023-12-02
FC000482,P013,CUS003,2024-02-01 00:00:00,600,0.6529,2024-01-10
FC000483,P013,CUS003,2024-03-01 00:00:00,634,0.5263,2024-01-27
FC000484,P013,CUS003,2024-04-01 00:00:00,717,0.5178,2024-02-25
FC000485,P013,CUS003,2024-05-01 00:00:00,722,0.6949,2024-04-02
FC000486,P013,CUS003,2024-06-01 00:00:00,768,0.6508,2024-04-18
FC000487,P013,CUS003,2024-07-01 00:00:00,718,0.5508,2024-05-22
FC000488,P013,CUS003,2024-08-01 00:00:00,793,0.5312,2024-07-02
FC000489,P013,CUS003,2024-09-01 00:00:00,746,0.6518,2024-07-20
FC000490,P013,CUS003,2024-10-01 00:00:00,671,0.5354,2024-08-23
FC000491,P013,CUS003,2024-11-01 00:00:00,623,0.7126,2024-10-08
FC000492,P013,CUS003,2024-12-01 00:00:00,551,0.6666,2024-11-02
FC000493,P013,CUS003,2025-01-01 00:00:00,669,0.6744,2024-11-23
FC000494,P013,CUS003,2025-02-01 00:00:00,620,0.6469,2025-01-10
FC000495,P013,CUS003,2025-03-01 00:00:00,670,0.5345,2025-02-05
FC000496,P013,CUS003,2025-04-01 00:00:00,797,0.5467,2025-02-17
FC000497,P013,CUS003,2025-05-01 00:00:00,922,0.6495,2025-03-21
FC000498,P013,CUS003,2025-06-01 00:00:00,797,0.5616,2025-05-01
FC000499,P013,CUS003,2025-07-01 00:00:00,841,0.6067,2025-06-01
FC000500,P013,CUS003,2025-08-01 00:00:00,757,0.6873,2025-06-27
FC000501,P013,CUS003,2025-09-01 00:00:00,793,0.6569,2025-08-03
FC000502,P013,CUS003,2025-10-01 00:00:00,875,0.7107,2025-09-08
FC000503,P013,CUS003,2025-11-01 00:00:00,552,0.6919,2025-09-26
FC000504,P013,CUS003,2025-12-01 00:00:00,598,0.7054,2025-11-01
FC000505,P013,CUS003,2026-01-01 00:00:00,665,0.6686,2025-12-08
FC000506,P013,CUS003,2026-02-01 00:00:00,606,0.6619,2025-12-21
FC000507,P013,CUS003,2026-03-01 00:00:00,726,0.7369,2026-01-26
FC000508,P014,CUS003,2023-01-01 00:00:00,284,0.6895,2022-11-19
FC000509,P014,CUS003,2023-02-01 00:00:00,356,0.5829,2022-12-20
FC000510,P014,CUS003,2023-03-01 00:00:00,417,0.5464,2023-02-02
FC000511,P014,CUS003,2023-04-01 00:00:00,386,0.5967,2023-02-25
FC000512,P014,CUS003,2023-05-01 00:00:00,430,0.6431,2023-04-05
FC000513,P014,CUS003,2023-06-01 00:00:00,387,0.5718,2023-04-28
FC000514,P014,CUS003,2023-07-01 00:00:00,502,0.5076,2023-05-18
FC000515,P014,CUS003,2023-08-01 00:00:00,389,0.6051,2023-07-06
FC000516,P014,CUS003,2023-09-01 00:00:00,417,0.699,2023-08-08
FC000517,P014,CUS003,2023-10-01 00:00:00,369,0.508,2023-08-31
FC000518,P014,CUS003,2023-11-01 00:00:00,336,0.6644,2023-10-09
FC000519,P014,CUS003,2023-12-01 00:00:00,327,0.6352,2023-11-09
FC000520,P014,CUS003,2024-01-01 00:00:00,312,0.5394,2023-12-04
FC000521,P014,CUS003,2024-02-01 00:00:00,333,0.5415,2024-01-10
FC000522,P014,CUS003,2024-03-01 00:00:00,410,0.6506,2024-02-03
FC000523,P014,CUS003,2024-04-01 00:00:00,458,0.5358,2024-02-28
FC000524,P014,CUS003,2024-05-01 00:00:00,383,0.705,2024-03-26
FC000525,P014,CUS003,2024-06-01 00:00:00,436,0.5501,2024-05-05
FC000526,P014,CUS003,2024-07-01 00:00:00,480,0.5713,2024-06-08
FC000527,P014,CUS003,2024-08-01 00:00:00,460,0.5567,2024-07-08
FC000528,P014,CUS003,2024-09-01 00:00:00,365,0.6013,2024-07-28
FC000529,P014,CUS003,2024-10-01 00:00:00,370,0.7178,2024-08-28
FC000530,P014,CUS003,2024-11-01 00:00:00,339,0.5936,2024-10-10
FC000531,P014,CUS003,2024-12-01 00:00:00,366,0.6164,2024-10-19
FC000532,P014,CUS003,2025-01-01 00:00:00,358,0.6538,2024-11-29
FC000533,P014,CUS003,2025-02-01 00:00:00,399,0.5029,2025-01-11
FC000534,P014,CUS003,2025-03-01 00:00:00,429,0.6085,2025-01-20
FC000535,P014,CUS003,2025-04-01 00:00:00,454,0.5341,2025-02-25
FC000536,P014,CUS003,2025-05-01 00:00:00,428,0.696,2025-04-11
FC000537,P014,CUS003,2025-06-01 00:00:00,443,0.543,2025-05-03
FC000538,P014,CUS003,2025-07-01 00:00:00,434,0.6925,2025-05-23
FC000539,P014,CUS003,2025-08-01 00:00:00,420,0.6371,2025-06-21
FC000540,P014,CUS003,2025-09-01 00:00:00,453,0.634,2025-08-01
FC000541,P014,CUS003,2025-10-01 00:00:00,422,0.5562,2025-08-26
FC000542,P014,CUS003,2025-11-01 00:00:00,381,0.6029,2025-09-30
FC000543,P014,CUS003,2025-12-01 00:00:00,364,0.5997,2025-10-31
FC000544,P014,CUS003,2026-01-01 00:00:00,361,0.7611,2025-12-12
FC000545,P014,CUS003,2026-02-01 00:00:00,385,0.7039,2025-12-22
FC000546,P014,CUS003,2026-03-01 00:00:00,435,0.7624,2026-01-16
FC000547,P015,CUS003,2023-01-01 00:00:00,558,0.5504,2022-12-02
FC000548,P015,CUS003,2023-02-01 00:00:00,569,0.5106,2023-01-07
FC000549,P015,CUS003,2023-03-01 00:00:00,683,0.5801,2023-01-25
FC000550,P015,CUS003,2023-04-01 00:00:00,621,0.571,2023-02-15
FC000551,P015,CUS003,2023-05-01 00:00:00,794,0.6337,2023-04-10
FC000552,P015,CUS003,2023-06-01 00:00:00,819,0.646,2023-05-11
FC000553,P015,CUS003,2023-07-01 00:00:00,768,0.6026,2023-06-02
FC000554,P015,CUS003,2023-08-01 00:00:00,590,0.541,2023-06-25
FC000555,P015,CUS003,2023-09-01 00:00:00,642,0.6624,2023-08-03
FC000556,P015,CUS003,2023-10-01 00:00:00,611,0.5357,2023-08-18
FC000557,P015,CUS003,2023-11-01 00:00:00,638,0.5303,2023-09-17
FC000558,P015,CUS003,2023-12-01 00:00:00,582,0.5655,2023-10-30
FC000559,P015,CUS003,2024-01-01 00:00:00,573,0.6151,2023-12-07
FC000560,P015,CUS003,2024-02-01 00:00:00,511,0.6178,2023-12-28
FC000561,P015,CUS003,2024-03-01 00:00:00,603,0.6151,2024-02-08
FC000562,P015,CUS003,2024-04-01 00:00:00,796,0.5783,2024-03-10
FC000563,P015,CUS003,2024-05-01 00:00:00,579,0.7034,2024-04-02
FC000564,P015,CUS003,2024-06-01 00:00:00,860,0.6359,2024-05-10
FC000565,P015,CUS003,2024-07-01 00:00:00,739,0.6415,2024-05-20
FC000566,P015,CUS003,2024-08-01 00:00:00,771,0.713,2024-06-20
FC000567,P015,CUS003,2024-09-01 00:00:00,624,0.5469,2024-08-01
FC000568,P015,CUS003,2024-10-01 00:00:00,649,0.639,2024-08-29
FC000569,P015,CUS003,2024-11-01 00:00:00,574,0.5983,2024-10-10
FC000570,P015,CUS003,2024-12-01 00:00:00,711,0.6028,2024-10-30
FC000571,P015,CUS003,2025-01-01 00:00:00,541,0.5876,2024-12-12
FC000572,P015,CUS003,2025-02-01 00:00:00,706,0.5846,2024-12-24
FC000573,P015,CUS003,2025-03-01 00:00:00,665,0.6646,2025-02-02
FC000574,P015,CUS003,2025-04-01 00:00:00,687,0.5621,2025-03-01
FC000575,P015,CUS003,2025-05-01 00:00:00,685,0.5361,2025-04-07
FC000576,P015,CUS003,2025-06-01 00:00:00,920,0.5449,2025-05-01
FC000577,P015,CUS003,2025-07-01 00:00:00,715,0.7108,2025-05-26
FC000578,P015,CUS003,2025-08-01 00:00:00,826,0.5879,2025-07-02
FC000579,P015,CUS003,2025-09-01 00:00:00,677,0.6201,2025-07-20
FC000580,P015,CUS003,2025-10-01 00:00:00,619,0.6696,2025-08-26
FC000581,P015,CUS003,2025-11-01 00:00:00,566,0.624,2025-10-04
FC000582,P015,CUS003,2025-12-01 00:00:00,642,0.6655,2025-11-05
FC000583,P015,CUS003,2026-01-01 00:00:00,658,0.623,2025-11-27
FC000584,P015,CUS003,2026-02-01 00:00:00,657,0.6826,2026-01-08
FC000585,P015,CUS003,2026-03-01 00:00:00,751,0.7853,2026-01-26
FC000586,P016,CUS004,2023-01-01 00:00:00,453,0.6382,2022-12-02
FC000587,P016,CUS004,2023-02-01 00:00:00,487,0.5589,2023-01-03
FC000588,P016,CUS004,2023-03-01 00:00:00,502,0.5627,2023-02-04
FC000589,P016,CUS004,2023-04-01 00:00:00,581,0.5922,2023-02-15
FC000590,P016,CUS004,2023-05-01 00:00:00,527,0.5771,2023-04-04
FC000591,P016,CUS004,2023-06-01 00:00:00,679,0.5823,2023-04-17
FC000592,P016,CUS004,2023-07-01 00:00:00,668,0.7096,2023-05-31
FC000593,P016,CUS004,2023-08-01 00:00:00,570,0.5227,2023-06-25
FC000594,P016,CUS004,2023-09-01 00:00:00,559,0.6518,2023-08-10
FC000595,P016,CUS004,2023-10-01 00:00:00,572,0.5985,2023-08-27
FC000596,P016,CUS004,2023-11-01 00:00:00,518,0.7102,2023-09-18
FC000597,P016,CUS004,2023-12-01 00:00:00,448,0.6656,2023-11-01
FC000598,P016,CUS004,2024-01-01 00:00:00,533,0.6272,2023-11-28
FC000599,P016,CUS004,2024-02-01 00:00:00,488,0.5215,2023-12-19
FC000600,P016,CUS004,2024-03-01 00:00:00,596,0.613,2024-01-23
FC000601,P016,CUS004,2024-04-01 00:00:00,684,0.676,2024-03-11
FC000602,P016,CUS004,2024-05-01 00:00:00,789,0.5871,2024-03-26
FC000603,P016,CUS004,2024-06-01 00:00:00,696,0.6868,2024-04-20
FC000604,P016,CUS004,2024-07-01 00:00:00,694,0.6746,2024-05-26
FC000605,P016,CUS004,2024-08-01 00:00:00,714,0.5982,2024-06-22
FC000606,P016,CUS004,2024-09-01 00:00:00,537,0.7159,2024-08-04
FC000607,P016,CUS004,2024-10-01 00:00:00,577,0.6622,2024-08-26
FC000608,P016,CUS004,2024-11-01 00:00:00,545,0.638,2024-09-24
FC000609,P016,CUS004,2024-12-01 00:00:00,531,0.6426,2024-10-19
FC000610,P016,CUS004,2025-01-01 00:00:00,514,0.5394,2024-12-02
FC000611,P016,CUS004,2025-02-01 00:00:00,589,0.5158,2025-01-12
FC000612,P016,CUS004,2025-03-01 00:00:00,552,0.595,2025-01-20
FC000613,P016,CUS004,2025-04-01 00:00:00,656,0.6792,2025-02-22
FC000614,P016,CUS004,2025-05-01 00:00:00,644,0.6981,2025-03-22
FC000615,P016,CUS004,2025-06-01 00:00:00,816,0.6855,2025-04-22
FC000616,P016,CUS004,2025-07-01 00:00:00,712,0.5826,2025-05-27
FC000617,P016,CUS004,2025-08-01 00:00:00,661,0.6665,2025-06-28
FC000618,P016,CUS004,2025-09-01 00:00:00,703,0.6456,2025-08-11
FC000619,P016,CUS004,2025-10-01 00:00:00,595,0.697,2025-09-01
FC000620,P016,CUS004,2025-11-01 00:00:00,574,0.7263,2025-10-02
FC000621,P016,CUS004,2025-12-01 00:00:00,550,0.639,2025-10-31
FC000622,P016,CUS004,2026-01-01 00:00:00,511,0.7487,2025-12-08
FC000623,P016,CUS004,2026-02-01 00:00:00,579,0.7781,2026-01-05
FC000624,P016,CUS004,2026-03-01 00:00:00,564,0.7921,2026-02-01
FC000625,P017,CUS004,2023-01-01 00:00:00,340,0.5247,2022-11-23
FC000626,P017,CUS004,2023-02-01 00:00:00,364,0.527,2023-01-07
FC000627,P017,CUS004,2023-03-01 00:00:00,415,0.6842,2023-02-03
FC000628,P017,CUS004,2023-04-01 00:00:00,345,0.6572,2023-02-25
FC000629,P017,CUS004,2023-05-01 00:00:00,479,0.711,2023-03-27
FC000630,P017,CUS004,2023-06-01 00:00:00,448,0.546,2023-04-30
FC000631,P017,CUS004,2023-07-01 00:00:00,350,0.6182,2023-05-31
FC000632,P017,CUS004,2023-08-01 00:00:00,419,0.5644,2023-07-03
FC000633,P017,CUS004,2023-09-01 00:00:00,329,0.5965,2023-07-28
FC000634,P017,CUS004,2023-10-01 00:00:00,367,0.5427,2023-09-11
FC000635,P017,CUS004,2023-11-01 00:00:00,361,0.5182,2023-09-19
FC000636,P017,CUS004,2023-12-01 00:00:00,314,0.6721,2023-10-30
FC000637,P017,CUS004,2024-01-01 00:00:00,328,0.6296,2023-12-06
FC000638,P017,CUS004,2024-02-01 00:00:00,392,0.5409,2024-01-03
FC000639,P017,CUS004,2024-03-01 00:00:00,435,0.5137,2024-02-02
FC000640,P017,CUS004,2024-04-01 00:00:00,450,0.6923,2024-02-22
FC000641,P017,CUS004,2024-05-01 00:00:00,448,0.6031,2024-03-30
FC000642,P017,CUS004,2024-06-01 00:00:00,448,0.6229,2024-05-02
FC000643,P017,CUS004,2024-07-01 00:00:00,425,0.5083,2024-05-23
FC000644,P017,CUS004,2024-08-01 00:00:00,425,0.5533,2024-06-26
FC000645,P017,CUS004,2024-09-01 00:00:00,416,0.5768,2024-07-18
FC000646,P017,CUS004,2024-10-01 00:00:00,380,0.6525,2024-08-28
FC000647,P017,CUS004,2024-11-01 00:00:00,392,0.565,2024-09-23
FC000648,P017,CUS004,2024-12-01 00:00:00,397,0.5194,2024-10-30
FC000649,P017,CUS004,2025-01-01 00:00:00,406,0.5722,2024-12-02
FC000650,P017,CUS004,2025-02-01 00:00:00,379,0.5132,2024-12-27
FC000651,P017,CUS004,2025-03-01 00:00:00,363,0.6877,2025-02-09
FC000652,P017,CUS004,2025-04-01 00:00:00,435,0.5547,2025-02-19
FC000653,P017,CUS004,2025-05-01 00:00:00,501,0.5816,2025-03-19
FC000654,P017,CUS004,2025-06-01 00:00:00,506,0.6932,2025-04-22
FC000655,P017,CUS004,2025-07-01 00:00:00,516,0.5832,2025-05-17
FC000656,P017,CUS004,2025-08-01 00:00:00,459,0.5257,2025-06-24
FC000657,P017,CUS004,2025-09-01 00:00:00,374,0.7178,2025-08-07
FC000658,P017,CUS004,2025-10-01 00:00:00,367,0.6505,2025-08-19
FC000659,P017,CUS004,2025-11-01 00:00:00,327,0.6425,2025-09-21
FC000660,P017,CUS004,2025-12-01 00:00:00,323,0.6324,2025-10-24
FC000661,P017,CUS004,2026-01-01 00:00:00,384,0.7118,2025-12-02
FC000662,P017,CUS004,2026-02-01 00:00:00,390,0.766,2025-12-30
FC000663,P017,CUS004,2026-03-01 00:00:00,415,0.7827,2026-01-25
FC000664,P018,CUS004,2023-01-01 00:00:00,418,0.5878,2022-12-11
FC000665,P018,CUS004,2023-02-01 00:00:00,470,0.6059,2022-12-22
FC000666,P018,CUS004,2023-03-01 00:00:00,475,0.7127,2023-01-28
FC000667,P018,CUS004,2023-04-01 00:00:00,554,0.5348,2023-03-02
FC000668,P018,CUS004,2023-05-01 00:00:00,622,0.676,2023-03-21
FC000669,P018,CUS004,2023-06-01 00:00:00,618,0.6819,2023-04-20
FC000670,P018,CUS004,2023-07-01 00:00:00,523,0.5603,2023-05-27
FC000671,P018,CUS004,2023-08-01 00:00:00,583,0.5332,2023-07-05
FC000672,P018,CUS004,2023-09-01 00:00:00,563,0.6484,2023-08-03
FC000673,P018,CUS004,2023-10-01 00:00:00,502,0.5116,2023-08-27
FC000674,P018,CUS004,2023-11-01 00:00:00,408,0.5991,2023-10-01
FC000675,P018,CUS004,2023-12-01 00:00:00,377,0.6185,2023-11-02
FC000676,P018,CUS004,2024-01-01 00:00:00,436,0.6641,2023-11-21
FC000677,P018,CUS004,2024-02-01 00:00:00,418,0.6303,2024-01-01
FC000678,P018,CUS004,2024-03-01 00:00:00,517,0.5577,2024-01-16
FC000679,P018,CUS004,2024-04-01 00:00:00,593,0.6864,2024-03-10
FC000680,P018,CUS004,2024-05-01 00:00:00,628,0.6821,2024-03-28
FC000681,P018,CUS004,2024-06-01 00:00:00,582,0.661,2024-04-25
FC000682,P018,CUS004,2024-07-01 00:00:00,551,0.5412,2024-05-25
FC000683,P018,CUS004,2024-08-01 00:00:00,583,0.5342,2024-06-24
FC000684,P018,CUS004,2024-09-01 00:00:00,529,0.5801,2024-08-11
FC000685,P018,CUS004,2024-10-01 00:00:00,487,0.6089,2024-09-10
FC000686,P018,CUS004,2024-11-01 00:00:00,441,0.5109,2024-10-02
FC000687,P018,CUS004,2024-12-01 00:00:00,469,0.6267,2024-11-11
FC000688,P018,CUS004,2025-01-01 00:00:00,468,0.5591,2024-12-07
FC000689,P018,CUS004,2025-02-01 00:00:00,437,0.67,2024-12-28
FC000690,P018,CUS004,2025-03-01 00:00:00,619,0.5685,2025-01-16
FC000691,P018,CUS004,2025-04-01 00:00:00,646,0.5371,2025-02-16
FC000692,P018,CUS004,2025-05-01 00:00:00,627,0.5738,2025-03-24
