snapshot_id,component_id,warehouse_id,snapshot_month,stock_qty,safety_stock_qty,replenishment_qty,demand_qty
INV0009875,C026,WH005,2024-01-01,1700,403,0,339
INV0009876,C026,WH006,2024-01-01,1457,302,0,254
INV0009877,C026,WH007,2024-01-01,1633,252,0,212
INV0009878,C026,WH008,2024-01-01,621,151,0,127
INV0009879,C026,WH009,2024-01-01,2154,201,2000,169
INV0009880,C026,WH010,2024-01-01,1423,201,0,169
INV0009881,C026,WH001,2024-02-01,5727,1008,0,793
INV0009882,C026,WH002,2024-02-01,3287,504,0,396
INV0009883,C026,WH003,2024-02-01,4638,1261,0,991
INV0009884,C026,WH004,2024-02-01,896,756,0,594
INV0009885,C026,WH005,2024-02-01,1350,403,0,317
INV0009886,C026,WH006,2024-02-01,1258,302,0,237
INV0009887,C026,WH007,2024-02-01,1428,252,0,198
INV0009888,C026,WH008,2024-02-01,465,151,0,118
INV0009889,C026,WH009,2024-02-01,2072,201,0,158
INV0009890,C026,WH010,2024-02-01,1361,201,0,158
INV0009891,C026,WH001,2024-03-01,4852,1008,0,963
INV0009892,C026,WH002,2024-03-01,3013,504,0,481
INV0009893,C026,WH003,2024-03-01,3401,1261,0,1204
INV0009894,C026,WH004,2024-03-01,3913,756,4000,722
INV0009895,C026,WH005,2024-03-01,985,403,0,385
INV0009896,C026,WH006,2024-03-01,992,302,0,289
INV0009897,C026,WH007,2024-03-01,1119,252,0,240
INV0009898,C026,WH008,2024-03-01,331,151,0,144
INV0009899,C026,WH009,2024-03-01,1796,201,0,192
INV0009900,C026,WH010,2024-03-01,1113,201,0,192
INV0009901,C026,WH001,2024-04-01,3842,1008,0,1066
INV0009902,C026,WH002,2024-04-01,2566,504,0,533
INV0009903,C026,WH003,2024-04-01,1961,1261,0,1333
INV0009904,C026,WH004,2024-04-01,3038,756,0,800
INV0009905,C026,WH005,2024-04-01,528,403,0,426
INV0009906,C026,WH006,2024-04-01,635,302,0,320
INV0009907,C026,WH007,2024-04-01,841,252,0,266
INV0009908,C026,WH008,2024-04-01,162,151,0,160
INV0009909,C026,WH009,2024-04-01,1532,201,0,213
INV0009910,C026,WH010,2024-04-01,970,201,0,213
INV0009911,C026,WH001,2024-05-01,2811,1008,0,1081
INV0009912,C026,WH002,2024-05-01,2160,504,0,540
INV0009913,C026,WH003,2024-05-01,6736,1261,6000,1352
INV0009914,C026,WH004,2024-05-01,2248,756,0,811
INV0009915,C026,WH005,2024-05-01,2119,403,2000,432
INV0009916,C026,WH006,2024-05-01,302,302,0,324
INV0009917,C026,WH007,2024-05-01,561,252,0,270
INV0009918,C026,WH008,2024-05-01,2135,151,2000,162
INV0009919,C026,WH009,2024-05-01,1297,201,0,216
INV0009920,C026,WH010,2024-05-01,746,201,0,216
INV0009921,C026,WH001,2024-06-01,1738,1008,0,1024
INV0009922,C026,WH002,2024-06-01,1585,504,0,512
INV0009923,C026,WH003,2024-06-01,5806,1261,0,1280
INV0009924,C026,WH004,2024-06-01,1580,756,0,768
INV0009925,C026,WH005,2024-06-01,1777,403,0,409
INV0009926,C026,WH006,2024-06-01,1938,302,2000,307
INV0009927,C026,WH007,2024-06-01,293,252,0,256
INV0009928,C026,WH008,2024-06-01,1846,151,0,153
INV0009929,C026,WH009,2024-06-01,1162,201,0,204
INV0009930,C026,WH010,2024-06-01,551,201,0,204
INV0009931,C026,WH001,2024-07-01,4911,1008,4000,1141
INV0009932,C026,WH002,2024-07-01,1029,504,0,570
INV0009933,C026,WH003,2024-07-01,4557,1261,0,1426
INV0009934,C026,WH004,2024-07-01,4530,756,4000,855
INV0009935,C026,WH005,2024-07-01,1364,403,0,456
INV0009936,C026,WH006,2024-07-01,1687,302,0,342
INV0009937,C026,WH007,2024-07-01,1935,252,2000,285
INV0009938,C026,WH008,2024-07-01,1661,151,0,171
INV0009939,C026,WH009,2024-07-01,893,201,0,228
INV0009940,C026,WH010,2024-07-01,342,201,0,228
INV0009941,C026,WH001,2024-08-01,3730,1008,0,1034
INV0009942,C026,WH002,2024-08-01,514,504,0,517
INV0009943,C026,WH003,2024-08-01,3355,1261,0,1293
INV0009944,C026,WH004,2024-08-01,3849,756,0,775
INV0009945,C026,WH005,2024-08-01,960,403,0,413
INV0009946,C026,WH006,2024-08-01,1299,302,0,310
INV0009947,C026,WH007,2024-08-01,1555,252,0,258
INV0009948,C026,WH008,2024-08-01,1464,151,0,155
INV0009949,C026,WH009,2024-08-01,678,201,0,206
INV0009950,C026,WH010,2024-08-01,2172,201,2000,206
INV0009951,C026,WH001,2024-09-01,2791,1008,0,1120
INV0009952,C026,WH002,2024-09-01,2156,504,2000,560
INV0009953,C026,WH003,2024-09-01,2006,1261,0,1401
INV0009954,C026,WH004,2024-09-01,3024,756,0,840
INV0009955,C026,WH005,2024-09-01,534,403,0,448
INV0009956,C026,WH006,2024-09-01,966,302,0,336
INV0009957,C026,WH007,2024-09-01,1348,252,0,280
INV0009958,C026,WH008,2024-09-01,1248,151,0,168
INV0009959,C026,WH009,2024-09-01,435,201,0,224
INV0009960,C026,WH010,2024-09-01,1824,201,0,224
INV0009961,C026,WH001,2024-10-01,1888,1008,0,1015
INV0009962,C026,WH002,2024-10-01,1667,504,0,507
INV0009963,C026,WH003,2024-10-01,6337,1261,6000,1269
INV0009964,C026,WH004,2024-10-01,2332,756,0,761
INV0009965,C026,WH005,2024-10-01,1996,403,2000,406
INV0009966,C026,WH006,2024-10-01,659,302,0,304
INV0009967,C026,WH007,2024-10-01,1014,252,0,253
INV0009968,C026,WH008,2024-10-01,1065,151,0,152
INV0009969,C026,WH009,2024-10-01,246,201,0,203
INV0009970,C026,WH010,2024-10-01,1625,201,0,203
INV0009971,C026,WH001,2024-11-01,1052,1008,0,857
INV0009972,C026,WH002,2024-11-01,1295,504,0,428
INV0009973,C026,WH003,2024-11-01,5156,1261,0,1071
INV0009974,C026,WH004,2024-11-01,1681,756,0,643
INV0009975,C026,WH005,2024-11-01,1676,403,0,342
INV0009976,C026,WH006,2024-11-01,425,302,0,257
INV0009977,C026,WH007,2024-11-01,752,252,0,214
INV0009978,C026,WH008,2024-11-01,898,151,0,128
INV0009979,C026,WH009,2024-11-01,1923,201,2000,171
INV0009980,C026,WH010,2024-11-01,1402,201,0,171
INV0009981,C026,WH001,2024-12-01,3919,1008,4000,1006
INV0009982,C026,WH002,2024-12-01,846,504,0,503
INV0009983,C026,WH003,2024-12-01,3679,1261,0,1257
INV0009984,C026,WH004,2024-12-01,943,756,0,754
INV0009985,C026,WH005,2024-12-01,1287,403,0,402
INV0009986,C026,WH006,2024-12-01,2233,302,2000,301
INV0009987,C026,WH007,2024-12-01,472,252,0,251
INV0009988,C026,WH008,2024-12-01,776,151,0,150
INV0009989,C026,WH009,2024-12-01,1682,201,0,201
INV0009990,C026,WH010,2024-12-01,1131,201,0,201
INV0009991,C026,WH001,2025-01-01,3116,1008,0,915
INV0009992,C026,WH002,2025-01-01,2374,504,2000,457
INV0009993,C026,WH003,2025-01-01,2681,1261,0,1143
INV0009994,C026,WH004,2025-01-01,4505,756,4000,686
INV0009995,C026,WH005,2025-01-01,925,403,0,366
INV0009996,C026,WH006,2025-01-01,1988,302,0,274
INV0009997,C026,WH007,2025-01-01,2132,252,2000,228
INV0009998,C026,WH008,2025-01-01,647,151,0,137
INV0009999,C026,WH009,2025-01-01,1529,201,0,183
INV0010000,C026,WH010,2025-01-01,999,201,0,183
INV0010001,C026,WH001,2025-02-01,2144,1008,0,990
INV0010002,C026,WH002,2025-02-01,1858,504,0,495
INV0010003,C026,WH003,2025-02-01,1514,1261,0,1237
INV0010004,C026,WH004,2025-02-01,4017,756,0,742
INV0010005,C026,WH005,2025-02-01,538,403,0,396
INV0010006,C026,WH006,2025-02-01,1811,302,0,297
INV0010007,C026,WH007,2025-02-01,1812,252,0,247
INV0010008,C026,WH008,2025-02-01,487,151,0,148
INV0010009,C026,WH009,2025-02-01,1288,201,0,198
INV0010010,C026,WH010,2025-02-01,770,201,0,198
INV0010011,C026,WH001,2025-03-01,1025,1008,0,1100
INV0010012,C026,WH002,2025-03-01,1221,504,0,550
INV0010013,C026,WH003,2025-03-01,5866,1261,6000,1375
INV0010014,C026,WH004,2025-03-01,3213,756,0,825
INV0010015,C026,WH005,2025-03-01,2054,403,2000,440
INV0010016,C026,WH006,2025-03-01,1572,302,0,330
INV0010017,C026,WH007,2025-03-01,1486,252,0,275
INV0010018,C026,WH008,2025-03-01,305,151,0,165
INV0010019,C026,WH009,2025-03-01,1124,201,0,220
INV0010020,C026,WH010,2025-03-01,519,201,0,220
INV0010021,C026,WH001,2025-04-01,3766,1008,4000,1030
INV0010022,C026,WH002,2025-04-01,746,504,0,515
INV0010023,C026,WH003,2025-04-01,4355,1261,0,1287
INV0010024,C026,WH004,2025-04-01,2424,756,0,772
INV0010025,C026,WH005,2025-04-01,1558,403,0,412
INV0010026,C026,WH006,2025-04-01,1244,302,0,309
INV0010027,C026,WH007,2025-04-01,1259,252,0,257
INV0010028,C026,WH008,2025-04-01,1985,151,2000,154
INV0010029,C026,WH009,2025-04-01,878,201,0,206
INV0010030,C026,WH010,2025-04-01,310,201,0,206
INV0010031,C026,WH001,2025-05-01,2546,1008,0,1221
INV0010032,C026,WH002,2025-05-01,2202,504,2000,610
INV0010033,C026,WH003,2025-05-01,2964,1261,0,1527
INV0010034,C026,WH004,2025-05-01,1482,756,0,916
INV0010035,C026,WH005,2025-05-01,1125,403,0,488
INV0010036,C026,WH006,2025-05-01,924,302,0,366
INV0010037,C026,WH007,2025-05-01,882,252,0,305
INV0010038,C026,WH008,2025-05-01,1886,151,0,183
INV0010039,C026,WH009,2025-05-01,683,201,0,244
INV0010040,C026,WH010,2025-05-01,2115,201,2000,244
INV0010041,C026,WH001,2025-06-01,1491,1008,0,1144
INV0010042,C026,WH002,2025-06-01,1648,504,0,572
INV0010043,C026,WH003,2025-06-01,1479,1261,0,1431
INV0010044,C026,WH004,2025-06-01,4811,756,4000,858
INV0010045,C026,WH005,2025-06-01,717,403,0,457
INV0010046,C026,WH006,2025-06-01,548,302,0,343
INV0010047,C026,WH007,2025-06-01,625,252,0,286
INV0010048,C026,WH008,2025-06-01,1602,151,0,171
INV0010049,C026,WH009,2025-06-01,466,201,0,228
INV0010050,C026,WH010,2025-06-01,1883,201,0,228
INV0010051,C026,WH001,2025-07-01,4062,1008,4000,1124
INV0010052,C026,WH002,2025-07-01,1044,504,0,562
INV0010053,C026,WH003,2025-07-01,6553,1261,6000,1405
INV0010054,C026,WH004,2025-07-01,3842,756,0,843
INV0010055,C026,WH005,2025-07-01,2391,403,2000,449
INV0010056,C026,WH006,2025-07-01,2054,302,2000,337
INV0010057,C026,WH007,2025-07-01,329,252,0,281
INV0010058,C026,WH008,2025-07-01,1501,151,0,168
INV0010059,C026,WH009,2025-07-01,254,201,0,224
INV0010060,C026,WH010,2025-07-01,1777,201,0,224
INV0010061,C026,WH001,2025-08-01,3052,1008,0,1156
INV0010062,C026,WH002,2025-08-01,2509,504,2000,578
INV0010063,C026,WH003,2025-08-01,4928,1261,0,1445
INV0010064,C026,WH004,2025-08-01,2923,756,0,867
INV0010065,C026,WH005,2025-08-01,1830,403,0,462
INV0010066,C026,WH006,2025-08-01,1776,302,0,346
INV0010067,C026,WH007,2025-08-01,2115,252,2000,289
INV0010068,C026,WH008,2025-08-01,1381,151,0,173
INV0010069,C026,WH009,2025-08-01,2106,201,2000,231
INV0010070,C026,WH010,2025-08-01,1471,201,0,231
INV0010071,C026,WH001,2025-09-01,2104,1008,0,1102
INV0010072,C026,WH002,2025-09-01,1996,504,0,551
INV0010073,C026,WH003,2025-09-01,3399,1261,0,1377
INV0010074,C026,WH004,2025-09-01,1974,756,0,826
INV0010075,C026,WH005,2025-09-01,1308,403,0,440
INV0010076,C026,WH006,2025-09-01,1423,302,0,330
INV0010077,C026,WH007,2025-09-01,1984,252,0,275
INV0010078,C026,WH008,2025-09-01,1160,151,0,165
INV0010079,C026,WH009,2025-09-01,2000,201,0,220
INV0010080,C026,WH010,2025-09-01,1196,201,0,220
INV0010081,C026,WH001,2025-10-01,1019,1008,0,1043
INV0010082,C026,WH002,2025-10-01,1467,504,0,521
INV0010083,C026,WH003,2025-10-01,1950,1261,0,1304
INV0010084,C026,WH004,2025-10-01,1228,756,0,782
INV0010085,C026,WH005,2025-10-01,915,403,0,417
INV0010086,C026,WH006,2025-10-01,1097,302,0,313
INV0010087,C026,WH007,2025-10-01,1711,252,0,260
INV0010088,C026,WH008,2025-10-01,1073,151,0,156
INV0010089,C026,WH009,2025-10-01,1651,201,0,208
INV0010090,C026,WH010,2025-10-01,1044,201,0,208
INV0010091,C026,WH001,2025-11-01,4036,1008,4000,968
INV0010092,C026,WH002,2025-11-01,1000,504,0,484
INV0010093,C026,WH003,2025-11-01,7010,1261,6000,1210
INV0010094,C026,WH004,2025-11-01,4368,756,4000,726
INV0010095,C026,WH005,2025-11-01,561,403,0,387
INV0010096,C026,WH006,2025-11-01,749,302,0,290
INV0010097,C026,WH007,2025-11-01,1416,252,0,242
INV0010098,C026,WH008,2025-11-01,908,151,0,145
INV0010099,C026,WH009,2025-11-01,1354,201,0,193
INV0010100,C026,WH010,2025-11-01,911,201,0,193
INV0010101,C026,WH001,2025-12-01,2940,1008,0,963
INV0010102,C026,WH002,2025-12-01,525,504,0,481
INV0010103,C026,WH003,2025-12-01,6057,1261,0,1203
INV0010104,C026,WH004,2025-12-01,3830,756,0,722
INV0010105,C026,WH005,2025-12-01,2061,403,2000,385
INV0010106,C026,WH006,2025-12-01,426,302,0,288
INV0010107,C026,WH007,2025-12-01,1132,252,0,240
INV0010108,C026,WH008,2025-12-01,815,151,0,144
INV0010109,C026,WH009,2025-12-01,1216,201,0,192
INV0010110,C026,WH010,2025-12-01,666,201,0,192
INV0010111,C026,WH001,2026-01-01,2097,1008,0,828
INV0010112,C026,WH002,2026-01-01,2261,504,2000,414
INV0010113,C026,WH003,2026-01-01,5262,1261,0,1035
INV0010114,C026,WH004,2026-01-01,3367,756,0,621
INV0010115,C026,WH005,2026-01-01,1812,403,0,331
INV0010116,C026,WH006,2026-01-01,2323,302,2000,248
INV0010117,C026,WH007,2026-01-01,853,252,0,207
INV0010118,C026,WH008,2026-01-01,685,151,0,124
INV0010119,C026,WH009,2026-01-01,994,201,0,165
INV0010120,C026,WH010,2026-01-01,474,201,0,165
INV0010121,C026,WH001,2026-02-01,1033,1008,0,1028
INV0010122,C026,WH002,2026-02-01,1853,504,0,514
INV0010123,C026,WH003,2026-02-01,3696,1261,0,1285
INV0010124,C026,WH004,2026-02-01,2726,756,0,771
INV0010125,C026,WH005,2026-02-01,1450,403,0,411
INV0010126,C026,WH006,2026-02-01,2149,302,0,308
INV0010127,C026,WH007,2026-02-01,573,252,0,257
INV0010128,C026,WH008,2026-02-01,563,151,0,154
INV0010129,C026,WH009,2026-02-01,784,201,0,205
INV0010130,C026,WH010,2026-02-01,280,201,0,205
INV0010131,C026,WH001,2026-03-01,4267,1008,4000,1065
INV0010132,C026,WH002,2026-03-01,1351,504,0,532
INV0010133,C026,WH003,2026-03-01,2437,1261,0,1331
INV0010134,C026,WH004,2026-03-01,1872,756,0,798
INV0010135,C026,WH005,2026-03-01,984,403,0,426
INV0010136,C026,WH006,2026-03-01,1714,302,0,319
INV0010137,C026,WH007,2026-03-01,321,252,0,266
INV0010138,C026,WH008,2026-03-01,410,151,0,159
INV0010139,C026,WH009,2026-03-01,604,201,0,213
INV0010140,C026,WH010,2026-03-01,2207,201,2000,213
INV0010141,C027,WH001,2023-01-01,7341,1319,0,1090
INV0010142,C027,WH002,2023-01-01,4306,659,0,545
INV0010143,C027,WH003,2023-01-01,10378,1649,0,1363
INV0010144,C027,WH004,2023-01-01,7943,989,0,818
INV0010145,C027,WH005,2023-01-01,2397,527,0,436
INV0010146,C027,WH006,2023-01-01,2798,395,0,327
INV0010147,C027,WH007,2023-01-01,2097,329,0,272
INV0010148,C027,WH008,2023-01-01,1025,197,0,163
INV0010149,C027,WH009,2023-01-01,2005,263,0,218
INV0010150,C027,WH010,2023-01-01,1166,263,0,218
INV0010151,C027,WH001,2023-02-01,6147,1319,0,1179
INV0010152,C027,WH002,2023-02-01,3792,659,0,589
INV0010153,C027,WH003,2023-02-01,8834,1649,0,1474
INV0010154,C027,WH004,2023-02-01,7363,989,0,884
INV0010155,C027,WH005,2023-02-01,1795,527,0,471
INV0010156,C027,WH006,2023-02-01,2322,395,0,353
INV0010157,C027,WH007,2023-02-01,1696,329,0,294
INV0010158,C027,WH008,2023-02-01,792,197,0,176
INV0010159,C027,WH009,2023-02-01,1641,263,0,235
INV0010160,C027,WH010,2023-02-01,935,263,0,235
INV0010161,C027,WH001,2023-03-01,4540,1319,0,1247
INV0010162,C027,WH002,2023-03-01,3268,659,0,623
INV0010163,C027,WH003,2023-03-01,7836,1649,0,1559
INV0010164,C027,WH004,2023-03-01,6482,989,0,935
INV0010165,C027,WH005,2023-03-01,1360,527,0,498
INV0010166,C027,WH006,2023-03-01,2023,395,0,374
INV0010167,C027,WH007,2023-03-01,1285,329,0,311
INV0010168,C027,WH008,2023-03-01,645,197,0,187
INV0010169,C027,WH009,2023-03-01,1498,263,0,249
INV0010170,C027,WH010,2023-03-01,639,263,0,249
INV0010171,C027,WH001,2023-04-01,3413,1319,0,1314
INV0010172,C027,WH002,2023-04-01,2604,659,0,657
INV0010173,C027,WH003,2023-04-01,6384,1649,0,1643
INV0010174,C027,WH004,2023-04-01,5759,989,0,985
INV0010175,C027,WH005,2023-04-01,892,527,0,525
INV0010176,C027,WH006,2023-04-01,1654,395,0,394
INV0010177,C027,WH007,2023-04-01,934,329,0,328
INV0010178,C027,WH008,2023-04-01,454,197,0,197
INV0010179,C027,WH009,2023-04-01,1259,263,0,262
INV0010180,C027,WH010,2023-04-01,362,263,0,262
INV0010181,C027,WH001,2023-05-01,1926,1319,0,1516
INV0010182,C027,WH002,2023-05-01,1915,659,0,758
INV0010183,C027,WH003,2023-05-01,4773,1649,0,1896
INV0010184,C027,WH004,2023-05-01,4333,989,0,1137
INV0010185,C027,WH005,2023-05-01,2140,527,2000,606
INV0010186,C027,WH006,2023-05-01,1136,395,0,455
INV0010187,C027,WH007,2023-05-01,590,329,0,379
INV0010188,C027,WH008,2023-05-01,243,197,0,227
INV0010189,C027,WH009,2023-05-01,994,263,0,303
INV0010190,C027,WH010,2023-05-01,1976,263,2000,303
INV0010191,C027,WH001,2023-06-01,6146,1319,6000,1450
INV0010192,C027,WH002,2023-06-01,1098,659,0,725
INV0010193,C027,WH003,2023-06-01,3130,1649,0,1812
INV0010194,C027,WH004,2023-06-01,3064,989,0,1087
INV0010195,C027,WH005,2023-06-01,1463,527,0,580
INV0010196,C027,WH006,2023-06-01,664,395,0,435
INV0010197,C027,WH007,2023-06-01,2291,329,2000,362
INV0010198,C027,WH008,2023-06-01,2086,197,2000,217
INV0010199,C027,WH009,2023-06-01,677,263,0,290
INV0010200,C027,WH010,2023-06-01,1788,263,0,290
INV0010201,C027,WH001,2023-07-01,4987,1319,0,1499
INV0010202,C027,WH002,2023-07-01,2502,659,2000,749
INV0010203,C027,WH003,2023-07-01,9611,1649,8000,1874
INV0010204,C027,WH004,2023-07-01,1785,989,0,1124
INV0010205,C027,WH005,2023-07-01,869,527,0,599
INV0010206,C027,WH006,2023-07-01,2107,395,2000,449
INV0010207,C027,WH007,2023-07-01,2063,329,0,374
INV0010208,C027,WH008,2023-07-01,1800,197,0,224
INV0010209,C027,WH009,2023-07-01,374,263,0,299
INV0010210,C027,WH010,2023-07-01,1585,263,0,299
INV0010211,C027,WH001,2023-08-01,3656,1319,0,1332
INV0010212,C027,WH002,2023-08-01,1841,659,0,666
INV0010213,C027,WH003,2023-08-01,7956,1649,0,1665
INV0010214,C027,WH004,2023-08-01,4847,989,4000,999
INV0010215,C027,WH005,2023-08-01,2273,527,2000,532
INV0010216,C027,WH006,2023-08-01,1645,395,0,399
INV0010217,C027,WH007,2023-08-01,1597,329,0,333
INV0010218,C027,WH008,2023-08-01,1515,197,0,199
INV0010219,C027,WH009,2023-08-01,2229,263,2000,266
INV0010220,C027,WH010,2023-08-01,1343,263,0,266
INV0010221,C027,WH001,2023-09-01,2478,1319,0,1180
INV0010222,C027,WH002,2023-09-01,1220,659,0,590
INV0010223,C027,WH003,2023-09-01,6597,1649,0,1475
INV0010224,C027,WH004,2023-09-01,4199,989,0,885
INV0010225,C027,WH005,2023-09-01,1711,527,0,472
INV0010226,C027,WH006,2023-09-01,1328,395,0,354
INV0010227,C027,WH007,2023-09-01,1301,329,0,295
INV0010228,C027,WH008,2023-09-01,1364,197,0,177
INV0010229,C027,WH009,2023-09-01,2121,263,0,236
INV0010230,C027,WH010,2023-09-01,1088,263,0,236
INV0010231,C027,WH001,2023-10-01,6891,1319,6000,1250
INV0010232,C027,WH002,2023-10-01,2780,659,2000,625
INV0010233,C027,WH003,2023-10-01,5112,1649,0,1563
INV0010234,C027,WH004,2023-10-01,3166,989,0,937
INV0010235,C027,WH005,2023-10-01,1159,527,0,500
INV0010236,C027,WH006,2023-10-01,904,395,0,375
INV0010237,C027,WH007,2023-10-01,1055,329,0,312
INV0010238,C027,WH008,2023-10-01,1172,197,0,187
INV0010239,C027,WH009,2023-10-01,1959,263,0,250
INV0010240,C027,WH010,2023-10-01,792,263,0,250
INV0010241,C027,WH001,2023-11-01,5458,1319,0,1112
INV0010242,C027,WH002,2023-11-01,2194,659,0,556
INV0010243,C027,WH003,2023-11-01,3951,1649,0,1390
INV0010244,C027,WH004,2023-11-01,2275,989,0,834
INV0010245,C027,WH005,2023-11-01,667,527,0,444
INV0010246,C027,WH006,2023-11-01,599,395,0,333
INV0010247,C027,WH007,2023-11-01,731,329,0,278
INV0010248,C027,WH008,2023-11-01,1030,197,0,166
INV0010249,C027,WH009,2023-11-01,1757,263,0,222
INV0010250,C027,WH010,2023-11-01,608,263,0,222
INV0010251,C027,WH001,2023-12-01,4139,1319,0,1172
INV0010252,C027,WH002,2023-12-01,1497,659,0,586
INV0010253,C027,WH003,2023-12-01,2654,1649,0,1465
INV0010254,C027,WH004,2023-12-01,1497,989,0,879
INV0010255,C027,WH005,2023-12-01,2293,527,2000,468
INV0010256,C027,WH006,2023-12-01,2146,395,2000,351
INV0010257,C027,WH007,2023-12-01,413,329,0,293
INV0010258,C027,WH008,2023-12-01,830,197,0,175
INV0010259,C027,WH009,2023-12-01,1585,263,0,234
INV0010260,C027,WH010,2023-12-01,386,263,0,234
INV0010261,C027,WH001,2024-01-01,2963,1319,0,1145
INV0010262,C027,WH002,2024-01-01,919,659,0,572
INV0010263,C027,WH003,2024-01-01,9546,1649,8000,1432
INV0010264,C027,WH004,2024-01-01,4381,989,4000,859
INV0010265,C027,WH005,2024-01-01,1808,527,0,458
INV0010266,C027,WH006,2024-01-01,1897,395,0,343
INV0010267,C027,WH007,2024-01-01,2202,329,2000,286
INV0010268,C027,WH008,2024-01-01,676,197,0,171
INV0010269,C027,WH009,2024-01-01,1454,263,0,229
INV0010270,C027,WH010,2024-01-01,1999,263,2000,229
INV0010271,C027,WH001,2024-02-01,1696,1319,0,1221
INV0010272,C027,WH002,2024-02-01,2220,659,2000,610
INV0010273,C027,WH003,2024-02-01,8038,1649,0,1526
INV0010274,C027,WH004,2024-02-01,3546,989,0,916
INV0010275,C027,WH005,2024-02-01,1330,527,0,488
INV0010276,C027,WH006,2024-02-01,1432,395,0,366
INV0010277,C027,WH007,2024-02-01,1807,329,0,305
INV0010278,C027,WH008,2024-02-01,461,197,0,183
INV0010279,C027,WH009,2024-02-01,1239,263,0,244
INV0010280,C027,WH010,2024-02-01,1828,263,0,244
INV0010281,C027,WH001,2024-03-01,6074,1319,6000,1392
INV0010282,C027,WH002,2024-03-01,1532,659,0,696
INV0010283,C027,WH003,2024-03-01,6650,1649,0,1741
INV0010284,C027,WH004,2024-03-01,2583,989,0,1044
INV0010285,C027,WH005,2024-03-01,730,527,0,557
INV0010286,C027,WH006,2024-03-01,1066,395,0,417
INV0010287,C027,WH007,2024-03-01,1361,329,0,348
INV0010288,C027,WH008,2024-03-01,267,197,0,208
INV0010289,C027,WH009,2024-03-01,898,263,0,278
INV0010290,C027,WH010,2024-03-01,1631,263,0,278
INV0010291,C027,WH001,2024-04-01,4636,1319,0,1341
INV0010292,C027,WH002,2024-04-01,833,659,0,670
INV0010293,C027,WH003,2024-04-01,5102,1649,0,1677
INV0010294,C027,WH004,2024-04-01,1673,989,0,1006
INV0010295,C027,WH005,2024-04-01,2268,527,2000,536
INV0010296,C027,WH006,2024-04-01,668,395,0,402
INV0010297,C027,WH007,2024-04-01,1086,329,0,335
INV0010298,C027,WH008,2024-04-01,2080,197,2000,201
INV0010299,C027,WH009,2024-04-01,633,263,0,268
INV0010300,C027,WH010,2024-04-01,1470,263,0,268
INV0010301,C027,WH001,2024-05-01,2898,1319,0,1490
INV0010302,C027,WH002,2024-05-01,2176,659,2000,745
INV0010303,C027,WH003,2024-05-01,3036,1649,0,1863
INV0010304,C027,WH004,2024-05-01,4428,989,4000,1118
INV0010305,C027,WH005,2024-05-01,1687,527,0,596
INV0010306,C027,WH006,2024-05-01,2064,395,2000,447
INV0010307,C027,WH007,2024-05-01,692,329,0,372
INV0010308,C027,WH008,2024-05-01,1799,197,0,223
INV0010309,C027,WH009,2024-05-01,315,263,0,298
INV0010310,C027,WH010,2024-05-01,1235,263,0,298
INV0010311,C027,WH001,2024-06-01,1463,1319,0,1500
INV0010312,C027,WH002,2024-06-01,1352,659,0,750
INV0010313,C027,WH003,2024-06-01,9788,1649,8000,1875
INV0010314,C027,WH004,2024-06-01,3522,989,0,1125
INV0010315,C027,WH005,2024-06-01,1086,527,0,600
INV0010316,C027,WH006,2024-06-01,1649,395,0,450
INV0010317,C027,WH007,2024-06-01,2309,329,2000,375
INV0010318,C027,WH008,2024-06-01,1657,197,0,225
INV0010319,C027,WH009,2024-06-01,2021,263,2000,300
INV0010320,C027,WH010,2024-06-01,976,263,0,300
INV0010321,C027,WH001,2024-07-01,6132,1319,6000,1538
INV0010322,C027,WH002,2024-07-01,2492,659,2000,769
INV0010323,C027,WH003,2024-07-01,8330,1649,0,1923
INV0010324,C027,WH004,2024-07-01,2463,989,0,1153
INV0010325,C027,WH005,2024-07-01,2579,527,2000,615
INV0010326,C027,WH006,2024-07-01,1115,395,0,461
INV0010327,C027,WH007,2024-07-01,1905,329,0,384
INV0010328,C027,WH008,2024-07-01,1342,197,0,230
INV0010329,C027,WH009,2024-07-01,1658,263,0,307
INV0010330,C027,WH010,2024-07-01,634,263,0,307
INV0010331,C027,WH001,2024-08-01,4871,1319,0,1422
INV0010332,C027,WH002,2024-08-01,1762,659,0,711
INV0010333,C027,WH003,2024-08-01,6179,1649,0,1778
INV0010334,C027,WH004,2024-08-01,1302,989,0,1066
INV0010335,C027,WH005,2024-08-01,1908,527,0,569
INV0010336,C027,WH006,2024-08-01,667,395,0,426
INV0010337,C027,WH007,2024-08-01,1441,329,0,355
INV0010338,C027,WH008,2024-08-01,1090,197,0,213
INV0010339,C027,WH009,2024-08-01,1398,263,0,284
INV0010340,C027,WH010,2024-08-01,351,263,0,284
INV0010341,C027,WH001,2024-09-01,3300,1319,0,1353
INV0010342,C027,WH002,2024-09-01,1126,659,0,676
INV0010343,C027,WH003,2024-09-01,4802,1649,0,1691
INV0010344,C027,WH004,2024-09-01,4573,989,4000,1015
INV0010345,C027,WH005,2024-09-01,1381,527,0,541
INV0010346,C027,WH006,2024-09-01,2391,395,2000,406
INV0010347,C027,WH007,2024-09-01,1167,329,0,338
INV0010348,C027,WH008,2024-09-01,828,197,0,203
INV0010349,C027,WH009,2024-09-01,1193,263,0,270
